ID	Polarity	Text
744	neu	लगभग 80 प्रतिशत की चार्जिंग में हमने लगभग 1 घंटे वाईफाई पर नेट सर्फिंग की जिसमें यूट्यूब पर विडियो देखना तथा 30 मिनट तक गेम खेलना शामिल है ।  
745	neu	लेकिन उस समय तक फनबुक प्रो की बैटरी काफी कम हो गई थी तथा हमें उसे चार्जर से जोड़ना पड़ा। 
746	neg	इसका मतलब है । कि फुल रिचार्ज के साथ भी काफी सावधान होना पड़ेगा तथा चार्जर को रखना आवश्यक है । 
747	neu	टैबलेट पहले से ही लोड स्टॉक एंड्रॉयड कीबोर्ड के साथ आता है । लेकिन वैसे भी आप गूगल प्ले स्टोर से दूसरे तरह के कीबोर्ड्स को भी डाउनलोड कर सकते हैं। 
748	neg	हालांकि दिए जा रहे कीबोर्ड के साथ हमारा बहुत अच्छा अनुभव नहीं है ।  
749	neg	कीबोर्ड कैपेसिटिव स्क्रीन होने के बावजूद सामान्य दबाने पर जवाब नहीं देता है ।  
750	neg	दरअसल, अधिकतर समय इसे कड़े तरीके से दबाना पड़ता है , अक्सर एक शब्द टाइप करने के लिए एक या अधिक बार दबाना पड़ता है । 
751	neu	जब पढ़ने पर आते हैं, फनबुक प्रो एक औसत प्रोडक्ट दिखता है ।  
752	con	यह सही है । कि इसका 10.1 इंची डिसप्ले ईबुक के दो पेजों को दिखाने के लिए पर्याप्त है । और जब से टैबलेट पिंच टू जूम पर जबाव देने लगा है , आप बेहतरीन तरीके से पढ़ने के लिए जूम इन और जूम आउट का इस्तेमाल कर सकते हैं। 
753	neg	हालांकि, टैबलेट की स्क्रीन में एंटी ग्लैरिंग कोटिंग नहीं है । जिसका मतलब है । कि आप लाइट के नीचे नहीं पढ़ सकते हैं। 
754	neg	जैसा कि मैंने पहले कहा था, प्रोसेसर गेम खेलने तथा विडियो को पूरी तरह से सहज चलाने के काबिल नहीं है ।  
755	pos	हालांकि, इसका स्क्रीन रेजोल्यूशन तथा साउंड आउटपुट मजेदार है । 
756	con	इसके डिसप्ले का 1024x600 का पिक्सल रेजोल्यूशन बढ़िया दिखता है । लेकिन यह शानदार नहीं है । जैसे कि इसकी स्क्रीन है ।  
757	neg	पिक्चर और विडियो थोड़े सुस्त और गैर-दिलचस्प दिखते हैं।
758	neg	वॉल्यूम आउटपुट थोड़ा धीमा है । और फ्रंट पेनल में स्पीकर न होने के कारण आवाज और म्युजिक का सुनना थोड़ा मुश्किल है । 
759	neu	टैबलेट में 8 जीबी की आंतरिक मेमोरी है , आगे आप माइक्रो एसडी कार्ड जोड़ते हुए इसे 32 जीबी तक बढ़ा सकते हैं, जिसमें आप अपनी फाइलें, मूवी, म्युजिक, पिक्चर आदि को स्टोर कर सकते हैं। 
760	neu	इसमें एचडीएमआई आउट पुट (HDMI out put) है । जिससे आप स्टोर की गई फिल्मों और पिक्चरों को अपनी टीवी पर देख सकते हैं। 
761	neu	टैबलेट को एचडीएमआई केबिल की सहायता से अपनी टीवी से जोड़कर आप अपनी टीवी पर भी इंटरनेट सर्फ कर सकते हैं।
762	neg	दुखद है । कि इसमें ब्लुटूथ कनेक्शन नहीं है ।  
763	neu	विशेषकर, स्टोर में एप्पस, मूवीज, लाइक टीवी, एंटरटेनमेंट, गेम्स और एजुकेशन जैसे सेक्शन है ।  
764	neu	हालांकि, इनमें से कोई भी अभी काम नहीं कर रहा है । 
765	neu	फनबुक प्रो के कुछ सकरात्मक पहलू जिनमें माइक्रोमैक्स इसके साथ टाटा फोटान डोंगल (Tata Photon dongle) को 500 रुपये के कम शुल्क के साथ दे रहा है । जिसमें आपको 2जीबी का मुफ्त डाटा पहले दो महीनों के लिए मिलेगा (प्रत्येक महीने के लिए 1 जीबी)।
766	neu	वर्तमान में, 10,000 रुपये की कीमत में बहुत से टैबलेट उपलब्ध हैं। 
767	neu	हालांकि, उनमें से कोई भी 10 इंची स्क्रीन का नहीं हैः बल्कि अधिकांश टैबलेट या तो 7 इंची है । या फिर 8 इंची। 
768	con	यदि आप 10 इंच से प्रभावित नहीं है । तो यह अच्छा रहेगा कि आप 7 इंच के फनबुक टैबलेट के साथ जाएं जिसमें लगभग समान स्पेशीफिकेशन है । केवल स्क्रीन के आकार को छोड़कर। 
769	pos	अन्यथा मिलाग्रो टैब टॉप, बीएसएनएल टैबलेट और एचसीएल माई एजू टैबलेट्स (Millagrow Tab Top, BSNL tablet, and HCL My Edu tablets) इस सैंगमेंट में है । लेकिन कोई भी फनबुक प्रो के स्पेशीफिकेशन के बराबर नहीं है । 
770	pos	संक्षेप में, माइक्रोमैक्स फनबुक प्रो अपने अधिकतर प्रतिस्पर्धियों की तुलना में बेहतरीन स्पेशीफिकेशन और परफार्मेंस के कारण शानदार टैबलेट है ।  
771	con	इसके नकारात्मक पक्ष जैसे कि गर्म होने की समस्या, रिफेलेक्टिव स्क्रीन, धीमा साउंड आउटपुट तथा ब्लुटूथ का अभाव निश्चित रूप से परेशान करते है । लेकिन इसकी बड़े डिसप्ले, तेज प्रोसेसर, नवीनतम ऑपरेटिंग सिस्टम जैसी खूबियों के आगे यह कोई मायने नहीं रखता है ।    
773	pos	अच्छी गुणवत्ता की बनावट है ।
774	pos	बेहतरीन बैटरी लाइफ है ।
775	pos	परफार्मेंस के लिहाज से बेहतरीन कीमत है ।
777	neg	एप्पलीकेशन खुलने में अधिक समय लेते हैं।
778	neg	फिजिकल वॉल्यूम का अभाव है।
779	neg	सभी एप्पलीकेशन को सपोर्ट नहीं है ।
780	pos	इसकी कीमत आकर्षक 6999 रुपये रखी गई है । और तब भी इसके स्पेशीफिकेशन शानदार है । जिसमें 800x480 पिक्सल रेजोल्यूशन वाली 7 इंची 5 प्वाइंट टच स्क्रीन, 3700 mAH की बैटरी, 2 मेगापिक्सल का सामने वाला कैमरा शामिल हैं, लेकिन स्पेशीफिकेशन में इस कीमत वाली दूसरी टैबलेटों की तुलना में कोई खास फर्क नहीं है । 
781	neu	टैबलेट का रंग सफेद है ।  काले रंग के सामने वाले हिस्से में एक किनारे से दूसरे किनारे तक ग्लास लगा है ।  
782	neu	टैबलेट के बाई तरफ 3.5 मिमी जैक, एचडीएमआई (HDMI), मिनी यूएसवी, माइक्रो एसडी तथा चार्जिंग साकेट के सभी पोर्टस लगे है । 
783	neu	सामने वाला कैमरा डिवाइस के ऊपरी हिस्से में बीचो बीच से थोड़ा सा दाहिनी ओर लगा है । ऊपरी बायें किनारे पर पावॅर, विकल्प, होम तथा वापस के लिए वास्तविक बटन लगे है , पीछे का पैनल सपाट है । तथा किनारों पर घुमावदार है । 
784	con	पोर्ट और बटनों की स्थिति अच्छी है । पर इकलौती खामी वॉल्यूम रॉकर का न होना है । क्योंकि इसके लिए आपको स्क्रीन के वाल्यूम बटन पर निर्भर होना होगा, जिसका मतलब है । कि वॉल्यूम को ट्वीक करने के लिए आपको स्क्रीन में देखना होगा (जबकि वास्तविक बटन होने पर आप बिना देखे उसे चलाने के अभ्यस्त हो जाते है ।)
785	pos	कुल मिलाकर फिट एवं फिनिश की गुणवत्ता के मामले में टैबलेट अच्छा अहसास देती है । साथ में काम करने के मामले में भी। 
786	neu	टैबलेट में एंड्रॉयड 4.0.3 आइसक्रीम सैंडविच ऑपरेटिंग सिस्टम (Android 4.0.3 Ice cream sandwich operating system) लगा है । जबकि यूजर इंटरफेस की ट्वीकिंग बहुत कम की गई है । जबकि कार्बन (Karbonn) ने कुछ अपने एप्स जैसे कार्बन ब्राउजर तथा कार्बन गेम्स (Karbonn browser and Karbonn Games) (इविवो संचालित) डाल रखे हैं जो कि अच्छी तरह डिजाइन किये गए है । तथा गेम जिन्हें आप मुफ्त में डाउनलोड कर सकते हैं, के संदर्भ में अच्छे विकल्प उपलब्ध कराते है । 
787	neu	कार्बन (Karbonn) ने कुछ और एप्स जैसे नेक्सट जीटीवी, इंजेनिक मार्केट (एप्स के लिए) भी दिये हैं जो विशिष्ट तो नहीं पर उपयोगी जरूर है ।  
788	neu	इसके अलावा भी आप कार्बन पुश मेल क्‍लाइंट तथा कार्बन मेसेंजर क्लाइंट (Karbonn push mail client and Karbonn messenger client) को डाउनलोड कर सकते हैं जो कि एक साल के लिए मुफ्त हैं।
789	pos	टैबलेट का कीबोर्ड काफी सीधा है , अच्छी तरह से डिजाइन किया गया हैं तथा लैंडस्केप और पोर्टेट मोड दोनों में टाइप करने में आसान है । 
790	neg	इसकी खामी केवल एक है । कि इसमें भारतीय भषाओं के लिए सपोर्ट नहीं है । जबकि सस्ती कैटेगरी की विशेषता वाले भारतीय निर्माता से हम कुछ ऐसी अपेक्षा कर रहे थे।
791	pos	टैबलेट का डिसप्ले रंग और गंभीरता के मामले में अच्छा है । लेकिन रेजोल्यूशन काफी औसत है । तथा इस कैटेगरी में दूसरों द्वारा दिए जा रहे से ज्यादा भिन्न नहीं है ।  
792	neu	पर जो आप खर्च कर रहे हैं उसकी तुलना में डिसप्ले खराब नहीं है ।  
793	pos	मूवी तथा फोटो देखने में मजा आता है । 
794	pos	टच की संवेदशीलता अच्छी है । तथा एक साथ बहुत सारे टच पर भी बिना किसी दिक्कत के ठीक काम करता है । 
795	pos	गेम खेलने में आनन्दपूर्ण अनुभव होता है । जिसक लिए अच्छी टच प्रतिक्रिया को धन्यवाद।
796	neu	टैबलेट में 1.2 गीगाहर्टज का एक्सर्वस्ट प्रोसेसर (GHz xburst processor) लगा है । जो कि परफार्मेंस के मामले में बहुत ज्यादा तेज अनुभव तो नहीं देता है । पर ठीक काम करता है ।  
797	neg	गेम्स तथा एप्स खुलने में कुछ देर लग सकती है । पर एक बार एप्प चलने लगता है । तो यह सहज ढंग से चलता है । 
798	pos 	यहां तक कि गेम खेलना भी सहज है ।  
799	neu	हमने फ्रूट निंजा, एग्री बर्ड तथा टर्बो प्लाई को परखा तथा वह सभी सहज ढंग से काम कर रहे थे। 
800	pos	गाइरो सेंसर तथा ग्रैविटी सेंसर (Gyro sensor and gravity sensor) जैसे सेंसर अच्छा काम करते है । तथा गेम खेलना आसान बनाते हैं।
801	neu	एक्सवर्स्ट प्रोसेसर (xburst processor) होने के कारण यह टैबलेट गूगल प्ले (Google Play) के सभी एप्स को सपोर्ट नहीं करता है ।  
802	neu	हालांकि यह लगभग सभी लोकप्रिय एप्लीकेशनों को सपोर्ट करता है । तथा लगभग सभी यूजरों के लिए यह एक मुद्दा नहीं होगा।
803	pos	टैबलेट का स्पीकर काफी तेज है । तथा काफी हद तक स्पष्ट है । जिसका मतलब है । कि यह पूरी तरह स्पष्ट नहीं है । पर यह हर तरह से अच्छा है ।  
804	neu	सपोर्ट के मामले में टैबलेट सभी महत्वपूर्ण ऑडियो तथा वीडियो मीडिया टाइप्स को सपोर्ट करता है । 
805	neu	इसमें वीडियो चैटिंग के लिए केवल सामने वाला 2 मेगापिक्सल रेजोल्यूशन का कैमरा लगा है ।  
806	neg	फोटोग्राफी ऐसी नहीं है । जो आपको बहुत उपयोगी लगे। 
807	neu	वैसे भी यह इस उद्देश्य के लिए लगा भी नहीं हैं। 
808	neu	कैमरे में सीमित सेटिंग्स दी गई हैं जैसे समयांतराल सेटिंग (आप शटर बटन दबाने के बाद क्लिक को विलंबित कर सकते हैं) तथा ह्वाइट बैलेन्स में दो विकल्प दिए हैं।
809	pos	3700 mAH की बैटरी अच्छा बैक-अप देती है । तथा वाईफाई नेटवर्क पर बेव सर्फिंग के लिए दावा किए गए 7 घंटों पर खरी उतरती है ।  
810	neg	हमने डोंगल के द्वारा 3जी पर इसका परीक्षण नहीं किया है । तथा हमें शंका भी है । कि यह इससे कम होगा। 
811	pos	पर जबकि इस कैटेगरी की दूसरी टैबलेटें वाई-फाई पर 4-5 घंटे ही दे पाती हैं इसका परर्फोंमेंस उत्तम है । 
812	pos	टैबलेट गुणवत्ता तथा परफार्मेंस के मामले में कीमत के मद्देनजर न्याय करती है ।  
813	pos	टैबलेट देखने में अच्छी हैं तथा परफार्म अच्छा करती है ।  
814	neg	हालांकि इसमें औसत कैमरा, एप्प लांच करते समय धीमा परफार्मेंस, या वास्तविक वॉल्यूम रॉकर जैसी खामियां है । पर इसमें से कोई भी खाई इतनी गंभीर नहीं है । 
815	neu	इसके साथ में इस टैबलेट की कीमत प्रवेश स्तर की है  आप चुनने के लिए बहुत ज्यादा अच्छे विकल्प नहीं पाते है ।  
816	neu	कार्बन (Karbonn) एक अच्छा स्थापित ब्रांड है । तुलना में उन तमाम नये प्रवेशकों की जिनसे यह टैबलेट प्रतिस्पर्धा करती है । साथ में इसके साथ अच्छी तरह से स्थापित सेल एंड सर्विस नेटवर्क जुड़ा है । 
818	pos	अच्छी बनावट गुणवत्ता है ।
819	pos	सिम कॉलिंग अच्छा काम करती है ।
820	pos	बेहतरीन परफार्मेंस है ।
822	neg	गर्म होने की समस्या है ।
823	neu	बहुत औसत बैटरी लाइफ है ।
824	neg	जीपीएस सपोर्ट नहीं है ।
825	neu	इस टैबलेट में ब्लूटूथ (Bluetooth और वाईफाई (WiFi) सपोर्ट के अतिरिक्त सिम कॉलिंग फंक्शन सहित 3जी (3G) सिम सपोर्ट भी मौजूद है ।  
826	neu	इस टैबलेट के अन्य फीचर हैं 7 इंच का केपेसिटिव मल्टीटच स्क्रीन, माली 400 (Mali 400) ग्राफिक प्रोसेसर और 512 MB DDR3 RAM के साथ 1.5GHz प्रोसेसर, 8GB इंटरनल मेमोरी जिसे 32GB तक बढ़ाया जा सकता है ।  
827	neg	हालांकि इसमें GPS सपोर्ट नहीं है ।  
828	neu	यह टैबलेट एंड्रॉयड 4.0 आईसीएस (Android 4.0 ICS) पर आधारित है , और इसकी कीमत 12,000 रुपये है । 
829	neu	फीचर और स्पेसिफिकेशन के आधार पर टैबलेट की कीमत ठीक है , लेकिन क्या इसकी परफॉर्मेंस भी इसकी स्पेसिफिकेशन के मुताबिक ही है , जानने के लिए आगे पढ़ें।
830	pos	टैबलेट अपने पूरी तरह से काले नान ग्लॉसी फिनिश लुक के साथ शानदार दिखती है ।  
831	pos	प्लास्टिक की क्वॉलिटी सही फिट और फिनिश के साथ बेहतरीन है ।  
832	neu	इसका डिजाइन आयातकार है । जिसमें कोने हल्का सा घुमाव लिए हैं, बैक पैनल भी कोनों से घुमाव लिए है । लेकिन यह काफी हद तक फ्लैट हैं। 
833	neu	टैबलेट में पीछे की ओर 2 मेगापिक्सल का कैमरा है । वहीं सामने ऊपर बाएं कोने में VGA कैमरा है ।  
834	neu	सिम स्लॉट नीचे की ओर है । जबकि बाकी पोर्ट्स जिनमें चार्जिंग स्लॉट, माइक, मिनी यूएसबी, माइक्रो SD स्लॉट, HDMI पोर्ट और 3.5mm जैक टैबलेट के बायें कोने में हैं। 
835	neu	पावर और वॉल्यूम रॉकर टैबलेट के ऊपर बायें कोने में हैं। 
836	pos	सभी पोर्ट्स और बटन्स एर्गोनॉमिकली स्थित हैं।
837	pos	टैबलेट का पूरा डिजाइन अच्छा देखता है । और बढ़िया काम करता है । बल्कि क्वॉलिटी के आधार पर तो यह अपनी कीमत से कहीं अच्छा है । 
838	neu	लो कॉस्ट सेगमेंट में डिसप्ले अमूमन एक जैसा ही होता है ।  
839	neu	इसका डाइग्नली 7 इंच नाप का केपेसिटिव डिसप्ले 5 पाइंट टच सपोर्ट करता है । और इसका रिजॉल्यूशन 800X480 है ।  
840	con	टच रिस्पांस बेहतर है । और यहां तक की सही ब्राइटनेस जो बहुत उत्तम नहीं है । के साथ डिसप्ले क्वॉलिटी भी संतोषजनक ही है । 
841	con	जिंक जेड999 प्लस (Zync Z-999-Plus) का 1.5GHz का प्रोसेसर अच्छी स्पीड देता है । हालांकि यह गरम होने के कारण तंग करता है । जिससे की एप्पलीकेशन्स क्रैश हो सकती हैं। 
842	neg	फिर भी लगता है  कि यह समस्या तभी आती है जब आप टैबलेट पर 3जी (3G) नेटवर्क इस्तेमाल कर रहे हों। 
843	neu	हालांकि वाईफाई नेटवर्क (WiFi network) इस्तेमाल के दौरान यह समस्या नहीं आती कम से कम हमें तो नहीं आयी। 
844	neu	सिम कॉलिंग बढ़िया तरह से काम करती है  और इसमें भी गर्माने की समस्या नहीं हुई।
845	pos	टैबलेट के कान के नजदीक आसानी से पकड़े जा सकने की सुविधा के चलते आप बिना इससे है ।डसेट के भी कॉल कर सकते हैं यद्यपि आप टैबलेट का कान से लगाए हुए हास्यास्पद लग सकते हैं।
846	neg	जब हम 3जी (3G) नेटवर्क पर नेट ब्राउज कर रहे थे तब इसकी गरम होने की समस्या सामने आई और यह बार-बार ब्राउजर क्रैश होने के सात ही आधे घंटे में सामने आ गया। 
847	pos	लेकिन चूंकि तभी दिल्ली में बारिश शुरू हो जाने से मौसम ठंडा हो गया तो ऐसा लगा कि टैबलेट भी आराम से चलने लगी। 
848	neu	हालांकि इस तथ्य को ध्यान में रखते हुए की भारत में मौसम सामान्य तौर पर गरम ही रहता है । यह एक बड़ी समस्या है । 
849	con 	गरम होने की समस्या के अलावा टैबलेट सही स्पीड पर बढ़िया काम करती है । गेम्स सरलता से खेल जा सकते हैं और एप्पलीकेशन्स तेजी से खुलती हैं।
850	neg	एक और समस्या यह है । कि टैबलेट में GPS नहीं है । जो कि यह जानकर की ए-जीपीएस (A-GPS) चिप बहुत सस्ती है । और इसमें सिम (SIM) सपोर्ट मौजूद है ।
851	neg	ए-जीपीएस (A-GPS) लग सकता था, बहुत निराशा होती है ।  
852	pos	क्यूंकि यह टैबलेट सिम (SIM) के सेल साइट का इस्तेमाल करती है । इससे इस टैबलेट की लोकेशन अवेयरनेस किसी भी अन्य सिर्फ वाइफाइ वाली टैबलेट से अच्छा है । 
853	pos	इस टैबलेट के साथ उम्दा नियोप्रीन पाउच मिलता है । जो बहुत टिकाऊ है , बिना माइक का है ।डफोन, स्क्रीन गार्ड, और USB केबल और चार्जर मिलता है ।  
854	neg	इसमें काई HDMI केबल नहीं है । 
855	neg	 मेगापिक्सल का कैमरा बहुत काम का नहीं है । लेकिन इस बात को ध्यान में रखते हुए कि ज्यादातर लो कॉस्ट टैबलेट्स में यह होता ही नहीं है । यह एक अतिरिक्त लाभ ही है ।  
856	neu	कैमरा औसत ही है । और सामान्य फोटोग्राफी के लिए बढ़िया है । वो भी सही रोशनी में। 
857	pos	फ्रंट कैमरा VGA यूनिट वीडियो चैट के लिए बढ़िया है । 
858	neu	टैबलेट में 4200MAh की बैटरी है । जो उचित है ।  
859	neg	हालांकि वाइफाइ पर टैबलेट लगभग चार से पांच घंटे चलती है ।  
860	neu	3जी (3G) के लगातार इस्तेमाल पर बैटरी लाइफ तीन से चार घंटे में ही चुक जाती है ।  
861	neu	एक दिन के इस्तेमाल का स्टैंड बाई टाइम उचित है । 
862	con	स्पेसिफिकेशन, परफॉर्मेंस और कीमत सभी टैबलेट के पक्ष में जाते हैं, लेकिन गरम होने की समस्या इस टैबलेट की पूरे लाभ पर पानी फेर देती है ।  
863	neg	सिर्फ वाइफाइ मोड में यह ठीक है । लेकिन अगर आपको यह वाइफाइ मोड में ही इस्तेमाल करना हो तो इसकी कीमत ठीक नहीं है । यहां तक की जिंक (Zync) खुद इसी स्पेस जैसी सिर्फ वाइफाइ वाली टैबलेट्स को लगभग आधी कीमत पर बेच रहा है । 
864	neg	उम्मीद है कि यह समस्या सिर्फ इसी पीस में हो, अगर नहीं तो जिंक (Zync) को अपने ब्रांड की इमेज लंबे समय तक बनाए रखने के लिए यह टैबलेट्स बेचना बंद कर देना चाहिए।
870	neg	कभी कभी सुस्त हो जाता है ।
871	neg	हिंदी भाषा सपोर्ट में गलतियां हैं  । 
872	neg	ज्यादातर एप्पस काम के  नहीं  हैं। 
873	neu	इसी तरह मिलाग्रो की ओर से एक अन्य टैबलेट टैबटॉप 7.4 सामने आयाजा जिसके बारे में कंपनी का दावा है । कि यह सबसे स्लिम और पावरफुल टैबलेट है ।  
874	pos	यह वाकई सबसे स्लिम टैबलेट है ।  
875	pos	टैबलेट वाकई काफी स्लिम है । और इसकी सर्वाधिक मोटाई 6.6 mm है ।  
876	pos	चारों ओर स्लिम बेजेल के साथ यह काफी कॉम्पैक्ट भी है ।  
877	neu	टैबलेट पर सिर्फ तीन फिजीकल की हैं। 
878	neu	ये बेजेल के बायीं ओर सामने वाले कैमरा के साथ हैं। 
879	neu	इस टैबलेट में कोई वॉल्यूम रॉकर नहीं है । 
880	neu	इसका रियर पैनल अल्यूमिनियम फिनिश के साथ आता है ।  
881	neu	इसमें सिर्फ एक स्पीकर ग्रिल है । और टॉप में ब्लैक डिजाइन एलीमेंट है ।  
882	neu	इसके एज शार्प हैं जबकि इसका सामने वाला हिस्सा पूरा ब्लैक है ।  
883	pos	कुल मिलाकर डिजाइन सरल लेकिन आकर्षक है । 
884	neu	इसके पोर्ट्स जिसमें मिनी एचडीएमआई पोर्ट, पावर सॉकेट, एक माइक्रो एसडी कार्ड स्लॉट और एक 3.5 mm जैक शामिल हैं दाहिनी ओर दिए गए हैं। 
885	pos	सभी पोर्ट काफी व्यवस्थित दिखते हैं। 
886	pos	फोनी की बनावट काफी अच्छी है । और वास्तव में यह कम कीमत वाली श्रेणी में सर्वश्रेष्ठ है ।  
887	neu	आश्चर्यजनक तरीके से इसका पावर बटन अन्य बटनों को लॉक नहीं करता है ।  
888	neu	मिलाग्रो टैब 7.4 एक सात इंच के कैपेसिटिव टच डिसप्ले के साथ आता है ।  
889	neu	इसमें फाइव प्वाइंट टच और 4:3 आसपेक्ट रेशियो है ।  
890	neu	स्क्रीन में ओलियोफोबिक स्क्रीन गार्ड दिया गया है । जो कि इसे फिंगर ऑयल मार्क से बचाता है ।  
891	pos	यह एक अच्छी खूबी है ।  
892	neu	स्क्रीन का रिजोल्यूशन 800X600 है ।  
893	pos	यह रिजोल्यूशन अच्छा है । और मार्केट में उपलब्ध अन्य विकल्पों की तरह है ।  
894	con	स्क्रीन हालांकि बहुत ब्राइट नहीं है । लेकिन यह अच्छी कलर रेंडेरिंग और शार्पनेस लेवल प्रदान करती है । 
895	neg	हालांकि, हमने पाया कि इसका टच कभी-कभी भटक जाता है ।  
896	neg	इसलिए आप आस-पास मौजूद दो की दबाते वक्त गलत की के दब जाने की गुंजाइश काफी अधिक रहती है । 
897	neu	यह टैबलेट 1.2 GHz प्रोसेसर के साथ आता है । और इसमें 512 MB डीडीआर3 रैम और डुअल माली 400 एमपी है ।  
898	pos	यह कंबीनेशन अधिकांश मौकों पर अच्छा काम करता है । और यहां तक कि सीएडी 3डी फाइल भी अच्छे तरीके से प्ले करता है ।  
899	neg	यद्यपि यह कभी-कभी धीमा हो जाता है । लेकिन यह कभी काम करना बंद नहीं करता है ।  
900	pos	यह गेम्स और वीडियो को बिना किसी कठिनाई के प्ले करता है । 
901	neu	दावे के अनुसार यह टैबलेट 39.5 सेकेंड में बूटअप कर देता है ।  
902	pos	यह वाकई अच्छा है । क्योंकि इसमें एंड्रॉयड फोन के साथ आने वाले सामान्य एप्पलीकेशंस की तुलना में 50 अतिरिक्त एप्प्स हैं। 
903	neu	यह टैबलेट 55 प्री लोडेड एप्पलीकेशंस के साथ आता है ।  
904	neu	हालांकि इनमें से कई हर किसी के काम के नहीं होंगे लेकिन ये विशेष जरूरत वाले चुनिंदा लोगों मसलन डॉक्टर्स के लिए काफी उपयोगी होंगे। 
905	neg	वास्तव में ये एप्पस ढूंढने में काफी मुश्किल हैं क्योंकि ये काफी लोकप्रिय नहीं हैं।
906	neu	इसमें एक भारतीय एंड्रॉयड मार्केट भी है । इसमें खास भारत के लिए एप्लीकेशंस हैं जिन्हें डाउनलोड किया जा सकता है ।  
907	neu	कम्प्लीट गूगल प्ले स्टोर भी इस पर इन्सटॉल है । और यह पूरी तरह एक्सेसिबल है । 
908	pos 	विशेष तौर पर अच्छी बात यह है । कि इसमें डॉक्यूमेंट्स टू गो एप्प का फुल वर्जन उपलब्ध है ।  
909	neu	इसमें ई-मेल पर बिना इंटरनेट एक्सेस के काम करने के लिए एक ऑफलाइनल ई-मेल क्लाइंट भी प्री-इन्सटॉल्ड है । 
910	neu	इसमें पुश नोटिफिकेशन के साथ एक ऑनलाइन ई-मेल क्लाइंट भी है ।  
911	neu	अन्य एप्प्स में 1 GB के फ्री क्लाउड स्टोरेज के साथ ऑफिस ड्रॉप भी शामिल है । 
912	neu 	एप्प्स को पांच श्रेणियों प्रोडक्टिविटी, नेटवर्किंग, यूटिलिटी, एंटरटेनमेंट और मेडिकल फोल्ड में विभाजित किया गया है ।  
913	neu	यह टैबलेट हिंदी सहित 60 अन्य भाषाओं को भी सपोर्ट करता है । और सबके लिए इसमें की-बोर्ड है ।  
914	neg	हालांकि हमने जब अपने हिंदी साइट के लिए न्यूज एडिट करने की कोशिश की तो इसमें टेक्स्ट काफी उलझे हुए तरीके से दिखे। 
915	neu	हो सकता यह समस्या इसमें इस्तेमाल किए गए फोंट की वजह से हो। 
916	neg	कुल मिलाकर यह संतोषजनक नहीं था। 
917	neg	इस टैबलेट में 4,000 mAh की बैटरी है । जो कि इतने पतले टैबलेट के लिए बड़ा है ।  
918	pos	यह बैटरी इस डिवाइस को सामान्य इस्तेमाल की स्थिति में 9-10 घंटे चलने में सक्षम बनाता है । जो किसी टैबलेट के लिए अच्छा है । 
919	neu	इस टैबलेट के अगले हिस्स में एक 1.3 मेगापिक्सल कैमरा है ।  
920	neu	हालांकि इसमें कोई रियर कैमरा नहीं है ।  
921	neu	यह कैमरा 6x डिजीटल जूम को सपोर्ट करता है ।  
922	neu	इसमें चौड़े एंगल की तस्वीरों के लिए सिंगल मोशन पैनोरमा मोड, स्लो मोशन (धीमी गति) की वीडियोग्राफी के लिए टाइम लैप्स (7 टाइम इंटरवल), अलग-अलग लाइट लेवल के लिए आठ एक्सपोजर लेवल, 30 एफपीएस, 5 व्हाइट बैलेंस सेटिंग (ऑटो, क्लाउडी, इनकैनडिसेंट, डेलाइट, प्लूरोसेंट), वीजीए और क्यूवीजीए ऑप्शन, वीडियो रिकॉर्डिंग के समय स्नैपशॉट भी मौजूद है ।  
923	posये सभी फीचर्स काम कर रहे थे और कैमरा इंटरफेस भी इस्तेमाल करने में काफी आसान है ।	
924	neu	हालांकि महज 1.3 मेगापिक्सल कैमरा होने की वजह से हम बहुत उम्दा परिणाम की उम्मीद नहीं कर रहे थे और इसका परफॉर्मेंस उम्मीद के मुताबिक ही रहा। 
925	neu	मतलब यह हुआ कि यह कैमरा काम करता है । और कभी-कभीर फोटोग्राफ लेने और वीडियो चैट के लिए काफी उपयोगी है । 
926	pos	पिक्चर को क्रॉप और रोटेट करने के साथ शेयरिंग और एडिटिंग, लेवल सेट करना, रेड आई को हटाना, इफेक्ट डालना और भी बहुत कुछ आसान है ।  
927	neu	कम कीमत वाले टैबलेट में सामान्यतौर पर ऐसा नहीं होता है ।  
928	pos	एक अन्य महत्वपूर्ण फीचर इसका 4जी/3जी और 2जी एक्सटर्नल डोंगल के साथ कॉम्पैटिबल होना है ।  
929	neu	यह टैबलेट 500 GB तक के एक्टर्नल हार्ड डिस्क ड्राइव को भी सपोर्ट करता है ।  
