ID	Polarity	Text	
370	neu	भुवनेश्वर से 211 किमी, बहरामपुर से 165 किमी और कटक से 172 किमी की दूरी है।   	category=
371	pos	बैद्यनाथ धाम, बाबा धाम और कई अन्य नामों से जाना जाने वाला झारखंड जिला का शहर देवघर पवित्र हिंदू तीर्थो में से एक है। 	category=
372	neu	इसे देवगढ़ भी कहा जाता है। 	category=
373	neu	आप देवघर आएंगे तो बैद्यनाथ यात्रा से ही जान जाएंगे कि भारतीय हिंदू के लिए आध्यात्मिकता क्या अर्थ रखती है। 	category=
374	pos	यहां तीर्थयात्रियों का तांता लगा रहता है। 	category=
375	pos	यह शहर हिंदुओं का प्रसिद्ध तीर्थ-स्थल है। 	category=
376	pos	यहां भगवान शिव का एक अत्यंत प्राचीन मंदिर स्थित है। 	category=
377	pos	हर सावन में यहां लाखों शिव भक्तों की भीड़ उमड़ती है जो देश के विभिन्न हिस्सों सहित विदेशों से भी यहां आते हैं। 	category=
378	neu	इन भक्तों को कावरियां कहा जाता है। 	category=
379	neu	ये शिव भक्त बिहार में सुल्तानगंज से गंगा नदी से गंगाजल लेकर 105 किलोमीटर की दूरी पैदल तय कर देवघर में भगवान शिव को जल अर्पित करते हैं। 	category=
380	pos	देवघर शांति और भाईचारे का प्रतीक है। 	category=
381	pos	यह एक प्रसिद्ध हेल्थ रिजॉर्ट है, लेकिन इसकी पहचान हिंदु तीर्थस्थान के रूप में की जाती है। 	category=
382	pos	यहां बाबा बैद्यनाथ का ऐतिहासिक मंदिर है जो भारत के बारह ज्योतिर्लिगों में से एक है। 	category=
383	neu	देवघर सती के 52 शक्तिपीठों में से भी एक है। 	category=
384	neu	पुराणों में देवघर को हृदय पीठ और चिता भूमि भी कहा गया है क्योंकि इसी स्थान पर माता पार्वती का हृदय गिरा था और और यहीं भगवन शिव ने उनका अंतिमसंस्कार किया था।	category=
385	neu	बैद्यनाथ मंदिर में स्थापित लिंग भगवान शिव के बारह च्योतिर्लिगों में से एक है। 	category=
386	neu	भगवान श्री बैद्यनाथ च्योतिर्लिग का मंदिर जिस स्थान पर अवस्थित है उसे बैद्यनाथ धाम कहा जाता है। 	category=
387	neu	यह च्योर्तिलिंग लंकापति रावण द्वारा लाया गया था। 	category=
388	neu	बैधनाथ को आत्मलिंग, महेश्वर्लिंग, कमानालिंग, रावणेश्वर महादेव, श्री वैधनाथलिंग, नर्ग तत्पुरुष और बेंगुनाथ के आठ नामों से जाना जाता है। 	category=
389	pos	बैद्यनाथ धाम में यूं तो सालों भर लोग च्योर्तिलिंग के दर्शन के लिए आते हैं, लेकिन सावन व अश्रि्वन मास में यहां श्रद्धालुओं की अपार भीड़ पहुंचती है। 	category=
390	pos	बैद्यनाथ का मुख्य मंदिर सबसे पुराना है जिसके आसपास अनेक अन्य मंदिर भी हैं	category=
391	pos	बासुकीनाथ अपने शिव मंदिर के लिए जाना जाता है। 	category=
392	pos	बैद्यनाथ मंदिर की यात्रा तब तक अधूरी मानी जाती है जब तक बासुकीनाथ में दर्शन नहीं किए जाते हैं। 	category=
393	neu	यह मंदिर देवघर से 45.20 किलोमीटर दूर स्थित हिन्दुओं का यह तीर्थ स्थल दुमका जिले में स्थित है।	category=
394	neu	बाबा बैद्यनाथ मंदिर परिसर के पश्चिम में देवघर के मुख्य बाजार में तीन और मंदिर भी हैं। 	category=
395	neu	इन्हें बैजू मंदिर के नाम से जाना जाता है।	category=
396	pos	देवघर से 16 किलोमीटर दूर दुमका रोड पर एक ख़ूबसूरत पर्वत त्रिकूट स्थित है। 	category=
397	neu	इस पहाड़ पर बहुत सारी गुफाएं और झरनें हैं। 	category=
398	pos	यह स्थल मयूराक्षी नदी के स्रोत के लिए प्रसिद्ध है।	category=
399	pos	देवघर के बाहरी हिस्से में स्थित यह मंदिर अपने वास्तुशिल्प की ख़ूबसूरती के लिए जाना जाता है। 	category=
400	neu	इस मंदिर का निर्माण बालानंद ब्रह्मचारी के एक अनुयायी ने किया था।	category=
401	pos	शांत और प्राकृतिक वातावरण एक खूबसूरत मंदिर की उपस्थिति के कारण और भी जीवंत हो उठता है। 	category=
402	neu	नंदन पहाड़ देवघर के छोर पर स्थित है। 	category=
403	pos	इस पर्वत की महत्ता यहां बने मंदिरों के झुंड के कारण है। 	category=
404	neu	जो विभिन्न भगवानों को समर्पित हैं। 	category=
405	neu	यहां बच्चों के बड़ा पार्क भी है।	category=
406	pos	देवघर के दक्षिण पश्चिम में स्थित सत्संग आश्रम झारखंड के प्रमुख तीर्थस्थलों में से एक है। 	category=
407	neu	इसकी स्थापना ठाकुर अनुकूलचंद्र द्वारा की गई थी। 	category=
408	pos	यह बहुत ही सौम्य और शांत वातावरण में स्थित है। 	category=
409	neu	सर्व धर्म मंदिर के अलावा यहां पर एक संग्रहालय और चिड़ियाघर भी है।	category=
410	pos	देवघर से 10 किमी दूरी पर स्थित तपोवन अपने प्रसिद्ध शिवमंदिर के लिए जाना जाता है। 	category=
411	pos	गुफाओं और पहाड़ी पर बने मंदिरों के लिए जाना जाने वाला तपोवन एक रमणीय स्थान है। 	category=
412	neu	मान्यता है कि यह ऋषि बाल्मीकी तपस्या करने आए थे। 	category=
413	neu	कहते हैं कि श्री बालानंद बह्माचारी ने यहां पर तप करके दिव्यता प्राप्त की।	category=
414	neu	वायुमार्ग-पटना निकटतम हवाईअड्डा है और भारत के सभी प्रमुख स्थानों से उड़ानों द्वारा जुड़ा है।	category=
415	neu	रेलमार्ग-निकटतम रेलवे स्टेशन बैद्यनाथ धाम है। 	category=
416	neu	जसीडीह जंक्शन भारत के सभी प्रमुख भागों से जुड़ा है।	category=
417	neu	सड़कमार्ग-देवघर भारत के प्रमुख शहरों से सड़कमार्ग द्वारा जुड़ा है।       	category=
418	pos	लाल किला (रेड फोर्ट) दुनिया के सर्वाधिक प्रभावशाली भव्य किलों में से एक है। 	category=
419	neu	लाल किला का यह नाम इसलिए पड़ा क्योंकि यह लाल पत्थरों से बना हुआ है। 	category=
420	pos	दिल्ली में स्थित यह ऐतिहासिक किला मुगलकालीन वास्तुकला की नायाब धरोहर है। 	category=
421	pos	भारत की शान के प्रतीक लाल किले का निर्माण मुगल बादशाह शाहजहां ने सत्रहवीं सदी में कराया था। 	category=
422	neu	तब से अब तक यह ऐतिहासिक विरासत कई हमलों को झेल चुकी है। 	category=
423	neu	यह पुरानी दिल्ली शहर में स्थित है। 	category=
424	neu	यह यूनेस्को विश्व धरोहर स्थल में चयनित है।	category=
425	pos	लाल किले में उच्चस्तर की कला का निर्माण है। 	category=
426	neu	यहां की कलाकृतियां फारसी, यूरोपीय एवं भारतीय कला का मिश्रण हैं, जिसको विशिष्ट एवं अनुपम शाहजहांनी शैली कहा जाता था। 	category=
427	neu	दिल्ली की एक महत्वपूर्ण इमारत है जो भारतीय इतिहास एवं उसकी कलाओं को स्वयं में समेटे हुए है। 	category=
428	pos	यह वास्तुकला संबंधी प्रतिभा एवं शक्ति का प्रतीक है। 	category=
429	neu	लाहौर गेट इसका मुख्य प्रवेशद्वार है। 	category=
430	pos	इसके अन्य आकर्षणों में दीवान-ए-आम, दीवान-ए-ख़ास, हमाम, शाही बुर्ज, मोती मस्जिद, रंगमहल आदि शामिल हैं।      	category=
431	pos	पटनीटॉप जम्मू से 112 किलोमीटर दूर जम्मू और कश्मीर में स्थिर सुंदर पठार है जो समुद्र सतह से 2024 मीटर की ऊंचाई पर स्थित है।	category=
432	pos	पटनीटॉप जम्मू और कश्मीर के उधमपुर जिले में स्थित सुंदर और प्रसिद्ध हिल स्टेशन है। 	category=
433	pos	सर्दियों में यहां आप स्नोफॉल का भी मजा ले सकते है। 	category=
434	pos	घने जंगल, प्राकृतिक आकर्षण, देवदार के पेड़ इस जगह को आकर्षक गंतव्य बनाते हैं। 	category=
435	pos	घुमावदार पहाड़ियां, लुभावने दृश्य और शांत वातावरण के कारण पटनीटॉप पिकनिक के लिए एक आदर्श स्थान है। 	category=
436	neu	इस क्षेत्र में तीन मीठे पानी के झरने हैं। 	category=
437	neu	ठंड के मौसम के दौरान स्कीइंग और ट्रैकिंग में भाग लेने के लिए बड़ी संख्या में पर्यटक पटनीटॉप आते हैं। 	category=
438	neu	पटनीटॉप अन्य गतिविधियों जैसे गोल्फ, पैराग्लाइडिंग, एरो स्पोर्ट्स, घुड़सवारी और फोटोग्राफी के लिए भी उपयुक्त है।	category=
439	pos	लोकप्रिय पर्यटन स्थानों के अंतर्गत नाग (कोबरा) मंदिर, बुद्ध अमरनाथ मंदिर, बाहु किला, कुद और शिव गढ़ आते हैं। 	category=
440	pos	सुध महादेव-पटनीटॉप के निकट 1225 मीटर की ऊंचाई पर स्थित इस पवित्र जगह पर सावन (जुलाई-अगस्त) की पूर्णिमा में तीर्थयात्री त्रिशूल की पूजा अर्चना करते हैं। 	category=
441	neu	कहा जाता है कि यह त्रिशूल भगवान शिव से संबंधित है।	category=
442	pos	सुंदररानी जंगल, गली जसर्कोते, सनासार में कोई भी रोमांचक ट्रैक चुन सकते हैं।	category=
443	pos	सानासर रोड पर पटनीटॉप से छह किलोमीटर की दूरी पर स्थित माधाटॉप में स्कीइंग की बेहतरीन जगह है।	category=
444	neu	एयरो खेल-आप जम्मू और सानासर में पैराग्लाइडिंग कर सकते हैं।	category=
445	neu	पैराग्लाइडिंग के लिए सबसे सही समय मई से जून और सितंबर से अक्टूबर है।	category=
446	pos	खूबसूरत इमारतों और लजीज खाने के कारण मशहूर हैदराबाद प्रमुख पर्यटन स्थल है। 	category=
447	pos	हैदराबाद अपने भीतर पर्यटन के कई आयाम समेटे हुए है। 	category=
448	pos	चारमीनार आंध्र प्रदेश की राजधानी हैदराबाद का सबसे प्रसिद्ध और महत्वपूर्ण स्मारक है। 	category=
449	neu	चारमीनार को मुहम्मद कुली कुतुबशाह ने बनवाया था। 	category=
450	neu	हैदराबाद शहर प्राचीन और आधुनिक का अनोखा मिश्रण है जो देखने वालों को 400 वर्ष पुराने भवनों की भव्यता के साथ आपस में सटी आधुनिक इमारतों का दर्शन भी कराता है। 	category=
451	pos	चारमीनार अपनी भव्य सुंदरता के कारण बड़ी संख्या में पर्यटकों को अपनी ओर खींचता है।	category=
452	pos	शहर की पहचान मानी जाने वाली चारमीनार चार मीनारों से मिलकर बनी एक चौकोर प्रभावशाली इमारत है। 	category=
453	pos	इसके मेहराब में हर शाम रोशनी की जाती है जो एक अविस्मरणीय दृश्य बन जाता है।	category=
454	pos	चार मीनार की छत पर जाकर शहर का एक विहंगम दृश्य दिखाई देता है, जबकि मीनारों के अंदर अत्यधिक भीड़ के कारण कुछ विशेष अतिथियों को भारतीय पुरातत्व सर्वेक्षण, हैदराबाद वृत की अनुमति से यहां जाने दिया जाता है और वे मीनारों के सबसे ऊपरी सिरे पर जाकर हैदराबाद का दृश्य देख सकते हैं। 	category=
455	neu	वर्ष 1889 पर उपरोक्त चारों आर्चवे पर घड़ियां लगाई गई थीं। 	category=
456	pos	चारमीनार के क्षेत्र में टहलते हुए आप इतिहास के अवशेषों को वर्तमान से मिलता हुआ देखकर निरंतर आश्चर्य कर सकते हैं।	category=
457	pos	अगर आप खूबसूरत रंग-बिरंगे प्रवासी पक्षियों को देखना और उनकी आवाज को सुनना चाहते हैं तो पक्षी विहार सबसे बेहतर जगह है। 	category=
458	pos	मनमोहक रंगबिरंगे पक्षियों के कलरव से गूंजता भारतपुर पक्षी विहार पर्यटकों को खूब लुभाता है। 	category=
459	pos	केवलादेव राष्ट्रीय उद्यान या केवलादेव घना राष्ट्रीय उद्यान राजस्थान में स्थित एक प्रमुख राष्ट्रीय उद्यान है। 	category=
460	neu	इसको पहले भरतपुर पक्षी विहार के नाम से जाना जाता था। 	category=
461	pos	यह उद्यान पक्षी प्रेमियों के लिए किसी स्वर्ग से कम नहीं है। 	category=
462	neu	विश्व धरोहर सूची में शामिल यह स्थान प्रवासी पक्षियों का भी बसेरा है। 	category=
463	neu	यह भारत का सबसे बड़ा पक्षी अभयारण्य है जो 1964 में अभयारण्य और 1982 में राष्ट्रीय उद्यान घोषित किया गया था। 	category=
464	pos	यह उद्यान भरतपुर का सर्वाधिक प्रसिद्ध पर्यटन आकर्षण है। 	category=
465	pos	प्रतिवर्ष बड़ी संख्या में पर्यटक इस लोकप्रिय राष्ट्रीय उद्यान की सैर करने के लिए आते हैं। 	category=
466	neu	वर्तमान में इस पार्क में कछुओं की कई किस्में, मछलियों की 50 किस्में और उभयचरों की पांच किस्में पाई जाती हैं। 	category=
467	neu	इसके अलावा यह उद्यान पक्षियों की लगभग 375 किस्मों का प्राकृतिक आवास है। 	category=
468	neu	इस उद्यान में न केवल देश से बल्कि यूरोप, अफगानिस्तान, चीन, मंगोलिया, रूस और तिब्बत आदि से भी पक्षी आते हैं। 	category=
469	pos	5000 किलोमीटर की यात्रा पूरी कर दुर्लभ प्रवासी पक्षी साइबेरियन क्रेन सर्दियों में यहां पहुंचते हैं जो पर्यटकों का मुख्य आकर्षण होते हैं। 	category=
470	neu	मानसून के मौसम के दौरान देश के प्रत्येक भागों से पक्षियों के झुंड यहां आते हैं। 	category=
471	pos	ऊटी: प्राकृतिक सुंदरता का खजाना	category=
472	pos	नीलगिरि या नीले पर्वतों में बसा ऊटी दक्षिण भारत के सबसे प्रमुख हिल स्टेशनों में से एक है। 	category=
473	pos	ऊटी नवविवाहित जोडे़ को टॉय ट्रेन के जरिए अपनी ओर आकर्षित करता है। 	category=
474	pos	भारत में ऊटी शहर हनीमून मनाने वालों की पसंदीदा जगह रहा है। 	category=
475	pos	शहर की भीड़भाड़ से दूर हनीमून कपल के लिए यह एक उम्दा स्पॉट है। 	category=
476	pos	ख़ूबसूरत प्राकृतिक नजारे, घने जंगल, झरने, पहाड़ की चोटियां और दूर-दूर तक फैले चाय के बागान हनीमून कपल का मन मोह लेते हैं। 	category=
477	pos	ऊटी का नैसर्गिक सौंदर्य, धुंध से ढकी पहाड़ों की चोटियां, ओस से भीगी पेड़ों की पत्तियां और अनेक ख़ूबसूरत नजारों को देखकर मन प्रफुल्लित हो जाता है।	category=
478	pos	मुन्नार: हरियाली खूबसूरती	category=
479	pos	मुन्नार केरल का एक ख़ूबसूरत हिल स्टेशन है। 	category=
480	pos	दूर-दूर तक फैले खूबसूरत चाय के बागान, हरी-भरी घाटियां, वर्ष भर सुहाना मौसम, ऊंची-ऊंची चोटियां, अभयारण्य, प्राकृतिक खुशबू से भरी हवा के अलावा बाकी वह सब कुछ है जो आपकी हनीमून को यादगार बना सकता है। 	category=
481	neu	वनों और हरे घास के मैदानों में नीलकुरंजी फूल पूरी पहाड़ी को नीला कर देता है। 	category=
482	neu	यह फूल बारह वर्षो में केवल एक बार ही खिलता है। 	category=
483	pos	एडवेंचर के शौकीन भी यहां आते हैं।	category=
484	pos	झीलें और घने जंगल यहां की ख़ूबसूरती में चार चांद लगा देते हैं।	category=
485	pos	खंडाला: प्राकृतिक सौंदर्य का पिटारा	category=
486	pos	खंडाला महाराष्ट्र का बेहतरीन और हनीमून कपल के लिए खास हिल स्टेशन है। 	category=
487	pos	पर्वतीय स्थल खंडाला का नाम किसी भी पर्यटक सूची में सबसे पहले होता है। 	category=
488	pos	खूबसूरत पहाड़ों और झरनों के बीच बसे इस लोकप्रिय हिल स्टेशन का मनोरम दृश्य किसी को भी मोहित कर देगा। 	category=
489	pos	मानसून के दौर यहां का नैसर्गिक सौंदर्य जीवंत हो उठता है। 	category=
490	pos	चारों ओर हरियाली छा जाती है और सभी सूखे झरने और तलाब पानी से भर जाते हैं। 	category=
491	pos	सहयाद्रि पर्वत श्रृंखला की पहाड़ियों और घाटियों में बसे इस स्थान पर पूरे साल भर आनंददायक मौसम रहता है। 	category=
492	pos	कपल्स विभिन्न आकर्षण स्थलों अमृतांजन पॉइंट, ड्यूक्स नोज़, रेवुड पार्क और भुशी बांध आदि पर जाकर आनंद ले सकते हैं।	category=
493	pos	धनौल्टी: सौंदर्य व शांति का संगम	category=
494	pos	शहर की भीड़भाड़ से दूर धनौल्टी के घने जंगल में हनीमून कपल को काफी सुकून मिलती है। 	category=
495	pos	ऊंचे-ऊंचे देवदार और बलूत वृक्षों के बीच स्थित इस हिल स्टेशन का नजारा बेहद शांत और आकषर्क लगता है। 	category=
496	pos	उत्तराखंड की गोद में स्थित धनौल्टी गढ़वाल का मशहूर हिल स्टेशन है जो मसूरी से लगभग तीस किलोमीटर दूर स्थित है। 	category=
497	pos	धनौल्टी काफी शांतिपूर्ण स्थल के रूप में भी जाना जाता है। 	category=
498	pos	देखने लायक जगहों में बारेहीपानी और जोरांडा फॉल्स, दशावतार मंदिर, ईको-पार्क, सुरकंडा देवी, हिमालयन वीवर्स, जैन मंदिर आदि शामिल हैं। 	category=
499	pos	धनौल्टी प्रकृति की गोद में एक अत्यंत ख़ूबसूरत पर्यटक स्थल है।	category=
500	neu	कसौली: हिमाचल का प्रवेश द्वार	category=
501	neu	कसौली हिमाचल प्रदेश का छोटा पर्वतीय स्थल है। 	category=
502	pos	यहां प्रत्येक ऋतु व मौसम में तरह-तरह के रंग-बिरंगे फूल इस जगह को और भी आकर्षित बनाते है जो पर्यटकों का मन मोहने के लिए काफी हैं। 	category=
503	pos	कसौली शांत, साफ-सुथरा और ख़ूबसूरत पर्यटन स्थल है। 	category=
504	pos	फूलों की खुशबू से महकती हरियाली, खूबसूरत घाटियां, कल-कल बहती नदियां, पहाड़ों से निकलकर झूमते झरने पर्यटकों को लुभाने का दम रखते हैं।	category=
505	pos	घाटी के मनोरम दृश्यों के साथ ही लुभावनी प्राकृतिक सुंदरता प्रदान करता है। 	category=
506	pos	कसौली ताजगी और शांति का आदर्श हनीमून डिस्टनेशन है।	category=
507	pos	सेंट्रल रिसर्च इंस्टीट्यूट और लॉरेंस स्कूल कसौली के पर्यटन स्थल है जो विश्व में भी प्रसिद्ध हैं। 	category=
508	pos	प्रकृति के बीच स्थित यह शहर क्राईस्ट चर्च, मंकी पॉइंट, कसौली भट्टी और गोरखा फोर्ट (किला) के लिए भी जाना जाता है।       	category=
509	pos	 पर्यटक वन्यजीवों को प्राकृतिक माहौल में देखकर रोमांचित होते हैं। 	category=
510	pos	पर्यटकों को पार्को में बिताए हुए पल यादगार बना देता है। 	category=
511	pos	भारत में कई सुंदर और प्राकृतिक वन्यजीव पार्क है जो पर्यटकों को आकर्षित करता है।	category=
512	pos	राजस्थान का रणथंभौर नेशनल पार्क दुनियाभर के पर्यटकों में लोकप्रिय है। 	category=
513	pos	यहां पर्यटक वन्यजीवों को प्राकृतिक माहौल में देखकर काफी रोमांचित होते हैं। 	category=
514	pos	रणथंभौर राष्ट्रीय अभ्यारणय अपनी खूबसूरती, विशाल परिक्षेत्र और बाघों की मौजूदगी के कारण विश्व प्रसिद्ध है। 	category=
515	pos	कॉर्बेट के मनोहारी दृश्य और खूबसूरत नजारें को देखकर आप मग्नमुग्ध हो जाएंगे। 	category=
516	pos	जिम कॉर्बेट पार्क नेशनल पार्क कुमाऊ पहाड़ियों के अद्भूत प्राकृतिक दृश्यों से घिरे जंगल और रामगंगा नदी के किनारे बसा है।	category=
517	neu	जिम कॉर्बेट नेशनल पार्क भारत में सबसे पुराना राष्ट्रीय उद्यान है। 	category=
518	pos	उत्तराखंड का जिम कॉर्बेट रिजर्व देश के सबसे लोकप्रिय टाइगर रिजर्वो में से एक है। 	category=
519	neu	उत्तराखंड के नैनीताल के निकट हिमालय की पहाड़ियों पर स्थित जिम कार्बेट नेशनल पार्क विभिन्न वन्य, जीवों और वनस्पतियों के लिए जाना जाता है। 	category=
520	pos	इन जानवरो को नजदीक से देखकर आप रोमांचित हो जाएंगे।	category=
521	pos	बांधवगढ़ अभयारण्य मध्य प्रदेश का सबसे प्रसिद्ध राष्ट्रीय उद्यानों में से एक है। 	category=
522	pos	यह उद्यान अपने बाघों के लिए विश्व भर में प्रसिद्ध है। 	category=
523	neu	प्रसिद्ध सफेद चीते की खोज यहीं हुई थी। 	category=
524	pos	यह खासतौर पर टाइगर क्षेत्र के रूप में जाना जाता है। 	category=
525	pos	बाघों से रूबरू होने की यह सही जगह है। 	category=
526	pos	सड़कों के बीचोंबीच बाघों को आसानी से देखा जा सकता है। 	category=
527	neu	बांधवगढ़ का वन क्षेत्र फ्लोरा और फना की प्रजातियों से भरा हुआ है। 	category=
528	neu	जंगल में नीलगाय और चिंकारा सहित हर तरह के वन्यप्राणी और पेड़ हैं। 	category=
529	pos	पेरियार नेशनल पार्क (पेरियार राष्ट्रीय उद्यान) दक्षिणी भारत का एक खूबसूरत और प्रसिद्ध पार्क है। 	category=
530	neu	यहां नदी के गहरे जल में हाथी तैरने का अभ्यास भी करते हैं। 	category=
531	neu	नील गाय, साम्भर, भालू, चीता तथा तेंदुआ आदि जंगली जानवर भी यहां पाए जाते हैं। 	category=
532	pos	काजीरंगा राष्ट्रीय उद्यान न केवल भारत में वरन पूरे विश्व में एक सींग वाले गैंडे (राइनोसेरोस, यूनीकोर्निस) के लिए प्रसिद्ध है। 	category=
533	neu	पश्चिम बंगाल राच्य के दक्षिणी भाग में गंगा नदी के सुंदरवन डेल्टा क्षेत्र में स्थित है सुंदरवन राष्ट्रीय उद्यान। 	category=
534	pos	सुंदरवन राष्ट्रीय उद्यान रॉयल बंगाल टाइगर के लिए प्रसिद्ध हैं। 	category=
535	neu	पश्चिम बंगाल में स्थित यह राष्ट्रीय उद्यान मैंग्रोव (सुंदरी) जंगल से घिरा है। 	category=
536	neu	यहां नमकीन पानी में रहने वाले मगरमच्छ भी मिलते हैं। 	category=
537	pos	मध्य प्रदेश अपने राष्ट्रीय पार्को और जंगलों के लिए प्रसिद्ध है। 	category=
538	pos	मध्यप्रदेश के मंडला जिलें में स्थित विश्व प्रसिद्ध कान्हा राष्ट्रीय उद्यान की प्राकृतिक सुंदरता पर्यटकों के बीच हमेशा से आकर्षण का केंद्र रहा है। 	category=
539	pos	कान्हा एशिया के सबसे सुरम्य और खूबसूरत वन्यजीव रिजर्वो में एक है।  	category=
540	pos	इस उद्यान में पक्षियों के अलावा कई प्रजातियों के सुंदर फूल और खूबसूरत तितलियां भी देखी जा सकती हैं।	category=
541	neu	1974 में स्थापित भारत के सबसे पुराने टाईगर रिजर्व में से एक बेतला राष्ट्रीय पार्क है जिसे पूर्व में पलामू टाईगर रिजर्व के नाम से जाना जाता था। 	category=
542	pos	यहां बड़ी संख्या में बाघ, तेंदुआ, जंगली भालू, बंदर, सांभर, नीलगाय, मोर और चीतल आदि जानवर पाए जाते हैं। 	category=
543	neu	इस वन में 970 प्रजाति के पौधे, 174 प्रजातियों के पक्षी, 39 स्तनधारी, 180 प्रजाति के औषधीय पौधे पाए जाते हैं। 	category=
544	pos	बेतला अभयारण्य शुरू से ही पर्यटकों के बीच आर्कषण का केंद्र रहा है। 	category=
545	pos	यहां के गर्म पानी के झरने में स्नान करने का अपना अलग ही मजा है।	category=
546	neu	गिर वन राष्ट्रीय उद्यान और अभयारण्य गुजरात में स्थित है। 	category=
547	pos	गिर वन राष्ट्रीय उद्यान बाघ संरक्षित क्षेत्र है जो एशियाई बब्बर शेर के लिए विश्व प्रसिद्ध है। 	category=
548	neu	यहां की वनस्पति में सागौन, साल और ढाक (ब्यूटिया फ्रोंडोसा) जैसे पर्णपाती वृक्षों सहित कांटेदार जंगल शामिल हैं। 	category=
549	pos	अगर आप फूलों के शौकीन है और कश्मीर जाने का प्लान बना रहे है तो देर मत करिए। 	category=
550	neu	क्योंकि यहां दक्षिण एशिया का सबसे बड़े ट्यूलिप गार्डन है जहां हर साल की तरह इस साल भी अप्रैल के पहले सप्ताह में ट्यूलिप फेस्टिवल का आयोजन होगा। 	category=
551	pos	आप इस गार्डन में ट्यूलिप फूल के रंग बिरंगे कई प्रजातियों को करीब से देख सकते हैं और अपने कैमरे में कैद कर सकते हैं। 	category=
552	pos	जबरवान पहाड़ियों की तलहटी में स्थित ट्यूलिप गार्डन में खिलने वाले सफेद, पीले, नीले, लाल, गुलाबी, ऑरेंज आदी रंग के ट्यूलिप के फूल आपको मोहित कर देगा। 	category=
553	pos	सतरंगी ट्यूलिप के फूलों से सजा ट्यूलिप गार्डन घाटी में पर्यटकों के आकर्षण का एक प्रमुख केंद्र बन गया है।	category=
554	pos	कश्मीर अपनी प्राकृतिक सुंदरता के लिए प्रसिद्ध है और ट्यूलिप इसकी सौंदर्य को कई गुणा बढ़ा देता है। 	category=
555	neu	श्रीनगर में एशिया का सबसे बड़ा ट्यूलिप गार्डन सिराज बाग चेश्मशाही का इंदिरा गांधी मेमोरियल ट्यूलिप गार्डन है। 	category=
556	pos	हर साल यहां अप्रैल से पहले सप्ताह से दूसरे सप्ताह तक ट्यूलिप फेस्टिवल का आयोजन किया जाता है जो पर्यटकों के बीच बहुत लोकप्रिय है। 	category=
557	pos	इस फेस्टिवल में केवल देश के पर्यटक ही नहीं बल्कि दुनिया भर के सैलानी ट्यूलिप की कई किस्मों को देखने आते हैं। 	category=
558	pos	कश्मीर में पर्यटन को बढ़ावा देने के लिए यह फेस्टिवल बहुत बड़ा योगदान देता है। 	category=
559	pos	करीब पांच हेक्टर जमीन पर 60 से भी ज्यादा किस्मों के खूबसूरत और रंग बिरंगे ट्यूलिप का फूल लोगों को लुभाता है। 	category=
560	pos	वसंत की शुरुआत के साथ कश्मीर की वादियों में रंग बिरंगे खूबसूरत ट्यूलिप खिल जाते हैं। 	category=
561	pos	पर्यटक फूलों के बीच शानदार दृश्य को कैमरे में कैद करने से नहीं चूकते है। 	category=
562	pos	श्रीनगर की सुंदर जगह की यात्रा करने के लिए ट्यूलिप गार्डन पर्यटकों के लिए आकर्षण का बन गया है। 	category=
563	pos	पर्यटन को बढ़ावा देने के लिए इस फेस्टिवल को 2007 में शुरू किया गया था जो दुनिया भर से लोगों को आकर्षित करने में सफल रहा। 	category=
564	pos	यहां आकर पर्यटकों को स्थानीय व्यंजनों और लोक नृत्य का आनंद भी उठाने को मिलता है।	category=
