ID	Polarity	Text
520	neu	भट्ट कैंप की 'खामोशियां' नए निर्देशक करण दारा ने निर्देशित की है। 
521	neu	उन्हें दो नए कलाकार गुरमीत चौधरी और सपना पब्बी दिए गए हैं। 
522	neu	उनके साथ अली फजल हैं। 
523	neu	कहानी विक्रम भट्ट ने लिखी है और एक किरदार में वे स्वयं भी मौजूद हैं। 
524	neu	ऐसा लगता है कि अभी तक भट्ट कैंप अपनी फिल्मों में जिन मसालों का इस्तेमाल करता रहा है, उनकी बची-खुची और मिस्क मात्रा करण को दे दी गई है। 
525	neg	प्रस्तुति और स्वभाव में भट्ट कैंप की यह फिल्म उनकी पिछली फिल्मों से कमजोर है। 
526	neg	इस बार भट्ट कैंप अपनी एक्सपेरिमेंट देने में चूक गया है।
527	neg	सस्पेंस, मर्डर, हॉरर, भूत-प्रेत, सेक्स, रोमांस और प्रेम जैसे सभी तत्वों के होने के बावजूद यह फिल्म प्रभावित नहीं करती। 
528	neu	कारण स्पष्ट है कि लेखक-निर्देशक की विधा और प्रस्तुति के प्रति स्पष्ट नहीं है। 
529	neg	कथा बढऩे के साथ छिटकती रहती है और आखिरकार बिखर जाती है। 
530	pos	किरदारों में केवल कबीर (अली फजल) पर मेहनत की गई। 
531	neu	मीरा (सपना पब्बी) और जयदेव (गुरमीत चौधरी) आधे-अधूरे रचे गए हैं।
532	pos	'खामोशियां' का लोकेशन सुंदर है। 
533	neu	दक्षिण अफ्रीका में कश्मीर रच दिया गया है। 
534	pos	फिल्म में गीतों के फिल्मांकन पर पूरा ध्यान दिया गया है। 
535	pos	गीत-संगीत के चुनाव में भट्ट बंधु हमेशा सफल रहते हैं। 
536	pos	उनकी फिल्मों के गीत लोकप्रिय होते हैं। 
537	neu	'खामोशियां' में भी यही बात हुई है। 
538	neu	फिल्म देखते हुए लगता है कि गानों के म्यूजिक वीडियो से एक लचर कथा को जोड़ा गया है। 
539	neu	भूत, आत्मा, प्रेम ओर आकर्षण की 'खामोशियां' में तर्क खामोश ही रहते हैं। 
540	neu	यह फिल्म प्रेम और विश्वास से अधिक अंधविश्वास पर टिकी हुई है। 
541	neu	ऐसी फिल्मों में मंत्र, जाप और उपचार का मनगढ़ंत उपयोग किया जाता है। 
542	neg	लेखक-निर्देशक तथ्यों और साक्ष्यों पर गौर नहीं करते। 
543	neg	'खामोशियां' में ऐसी लापरवाहियों की अति हो गई है।
544	neu	कलाकारों में अली फजल अपनी सीमाओं में कबीर को निभाते हैं। 
545	neu	उन्हें अपने अभिनय में प्रवाह पर ध्यान देना चाहिए। 
546	neu	इस फिल्म के प्रचार में गुरमीत चौधरी के नाम का शोर मचाया गया, लेकिन फिल्म में उन्हें बहुत कम स्पेस और फुटेज मिला है। 
547	neu	इनमें से भी आधे दृश्यों में वे अचेत लेटे रहते हैं। 
548	neg	सपना पब्बी अपने किरदार मीरा की जरूरतों को पूरा नहीं कर पातीं।
549	pos	खामोशियां' का गीत-संगीत पॉपुलर रुचि का है। 
550	neg	यों फिल्म की कथा से उसका अधिक तालमेल नहीं है।   
551	pos	लंबे समय के बाद... जी हां, लंबे समय के बाद एक ऐसी फिल्म आई है, जो हिंदी फिल्मों के ढांचे में रहते हुए स्वस्थ मनोरंजन करती है। 
552	pos	इसमें पर्याप्त मात्रा में रहस्य और रोमांच है। 
553	pos	अच्छी बात है कि इसमें इन दिनों के प्रचलित मनोरंजक उपादानों का सहारा नहीं लिया गया है। 
554	neu	'बेबी' अपने कथ्य और चित्रण से बांधे रखती है। 
555	pos	निर्देशक ने दृश्यों का अपेक्षित गति दी है, जिससे उत्सुकता बनी रहती है। 
556	neu	'बेबी' आतंकवाद की पृष्ठभूमि पर बनी फिल्म है। 
557	neu	ऐसी फिल्मों में देशभक्ति के जोश में अंधराष्ट्रवाद का खतरा रहता है। 
558	neu	नीरज पांडे ऐसी भूल नहीं करते। 
559	neu	यह वैसे जांबाज अधिकारियों की कहानी है, जिनके लिए यह कार्य किसी कांफ्रेंस में शामिल होने की तरह है। 
560	neu	फिल्म के नायक अजय (अक्षय कुमार) और उनकी पत्नी के बीच के संवादों में इस कांफ्रेंस का बार-बार जिक्र आता है। 
561	pos	नीरज पांडे का उद्देश्य राजनीतिक और सामाजिक फिल्म बनाने का नहीं है, लेकिन विवेक और समझदारी हो तो संदर्भ और परिप्रेक्ष्य में ये तत्व आ जाते हैं। 
562	pos	'बेबी' आतंकवाद पर बनी एक समझदार फिल्म है। 
563	neu	एक-एक कर उनकी धड़-पकड़ से अजय और उसकी टीम मुख्य ठिकाने और सरगना तक पहुंचती है। 
564	pos	नीरज पांडे ने मुख्य आतंकवादी तक पहुंचने की व्यूह रचना और घटनाक्रम में पर्याप्त उत्सुकता बनाए रखी है। 
565	pos	क्लाइमेक्स के 30-40 मिनट में नीरज पांडे की पकड़ दिखती है। 
566	pos	छोटे-छोटे दृश्यों से स्थितियां बनती हैं और उत्सुकता बढ़ती जाती है। 
567	neu	नीरज पांडे का दृश्य विधान प्रेडिक्टेबल नहीं है। 
568	neu	अनुमान से अलग किरदारों का व्यवहार चौंकाता है। 
569	pos	क्लाइमेक्स दृश्यों में हल्का दोहराव आता है, जो अधिकांश दर्शकों के लिए हंसी का कारण हो सकता है। 
570	pos	क्लाइमेक्स में अजय और शुक्ला (अनुपम खेर) की नोंक-झोंक तनाव ढीला कर राहत देती है। 
571	pos	कह सकते हैं कि नीरज पांडे अपनी प्रस्तुति में परिपूर्णता के करीब पहुंच जाते हैं।
572	pos	किरदारों के गठन और कलाकारों के चयन में निर्देशक और कास्टिंग डायरेक्टर की सूझ-बूझ फिल्म को सही रूप देती है। 
573	pos	विकी सदाना की कास्टिंग उल्लेखनीय है। 
574	neu	छोटे-छोटे दृश्यों में भी समर्थ अभिनेताओं की मौजूदगी कथ्य गाढ़ा करती है। 
575	neu	ड्रामा का घनत्व बढ़ाती है। 
576	pos	अक्षय कुमार फिल्म की लीड भूमिका में जंचे हैं। 
577	pos	एक्शन दृश्यों में उनकी गति और स्फूर्ति उल्लेखनीय है। 
578	con	'बेबी' का एक्शन धूलउड़ाऊ और कांचतोड़ू नहीं है, लेकिन वह पर्याप्त असर डालता है। 
579	pos	एक दृश्य में प्रिया सूर्यवंशी (तापसी पन्नू) और वसीम (सुशांत सिंह) के बीच की भिड़ंत उल्लेखनीय है। 
580	neu	हिंदी फिल्मों में महिला किरदारों को नाजुक दिखाने की परंपरा रही है। 
581	neu	हां प्रिया भिड़ती है और नायक अजय के आने तक उसे सुला चुकी होती है। 
582	pos	डैनी डैंजोग्पा, मधुरिमा तुली, मुरली शर्मा, सुशांत सिंह, जमील खान और अनेक अपिरिचित चेहरे अपने अभिनय से किरदारों को विशेष रंग देने के साथ विश्वसनीय बनाते हैं। 
583	pos	नीरज पांडे की 'बेबी' आतंकवाद पर बनी एक समझदार फिल्म है। 
584	pos	अतिरकों से बचती हुई यह पूरी ईमानदारी से एक्शन और ड्रामा के साथ थ्रिल पैदा करती है। 
585	pos	'बेबी' दर्शनीय है।      
586	neu	अभिषेक डोगरा और उमाशंकर सिंह की लिखी कहानी पर अभिषेक डोगरा निर्देशित 'डॉली की डोली' ऊपरी तौर पर एक लुटेरी दुल्हन की कहानी लगती है, लेकिन लेखक-निर्देशक के संकेतों पर गौर करें तो यह परतदार कहानी है। 
587	neu	लेखक और निर्देशक उनके विस्तार में नहीं गए हैं। 
588	pos	उनका उद्देश्य हल्का-फुल्का मनोरंजन करना रहा है। 
589	neu	वे अपने ध्येय में सफल रहे हैं, क्योंकि सोनम कपूर के नेतृत्व में कलाकारों की टीम इस प्रहसन से संतुष्ट करती है।
590	neu	लेखक-निर्देशक आदर्श और उपदेश के भार से नहीं दबे हैं। 
591	pos	डॉली की डोली' पूरी तरह से सोनम कपूर की फिल्म है। 
592	pos	'खूबसूरत' के बाद एक बार फिर सोनम ने साबित किया है कि अगर ढंग की स्क्रिप्ट और किरदार मिले तो वह अपनी सीमाओं के बावजूद फिल्म को रोचक बना सकती हैं। 
593	pos	सोनम कपूर के हास्य में एक शालीनता है। 
594	pos	वह हंसी-मजाक के दृश्यों में भाव-मुद्राओं या संवादों से फूहड़ नहीं होतीं। 
595	neu	निश्चित ही लेखक-निर्देशक की मदद से वह ऐसा कर पाती हैं। 
596	neu	'डॉली की डोली' के मुश्किल दृश्यों में उनका संयम और आत्मविश्वास दिखता है। 
597	neu	अन्य कलाकारों में राजकुमार राव ने गन्ना किसान सोनू सहरावत की भूमिका में अभिभूत किया है। 
598	pos	हरियाणवी किरदार को उन्होंने भाषा, संवाद अदायगी और अपने हाव-भाव से जीवंत कर दिया है। 
599	pos	नए-नए अमीर बने हरियाणवी किसान की ठस को बहुत खूबसूरती से वे आत्मसात करते हैं। 
600	pos	मनोज की भूमिका में वरुण शर्मा भी प्रभावित करते हैं। 
601	con	उनका जोर हंसाने पर रहा है, इसलिए कई बार वह जबरन प्रतीत होता है। 
602	neu	सहयोगी कलाकारों में मोहम्मद जीशान अयूब और मनोज जोशी स्वाभाविक हैं। 
603	pos	दादी की भूमिका निभा रही प्रौढ़ अभिनेत्री याद रह जाती हैं। 
604	pos	पुलकित सम्राट के अभिनय में सलमान खान की छाया खटकती है, हालांकि उन्होंने अपने अंदाज और अदायगी पर मेहनत की है।
605	con	'डॉली की डोली' में कथ्य की नवीनता नहीं है, लेकिन परिचित कथ्य को ही अभिषेक डोगरा और उमाशंकर सिंह ने रोचक तरीके से पेश किया है। 
606	neu	छोटे-छोटे दृश्यों के जोड़ से गति बनी रहती है, जिन्हें संवादों की पींग मिलती रहती है। 
607	pos	लेखक-निर्देशक ने अपना काम जिस ईमानदारी और ध्येय से किया है, उसे सही तरीके से तकनीकी टीम और कलाकारों ने पर्दे पर उतारा है।  
608	pos	फिल्में में कथ्य और विषय-वस्तु के तौर पर कोई नयापन नहीं है। 
609	pos	फिर भी निर्देशक अमित रवींद्रनाथ शर्मा की प्रस्तुति रोचक है। 
610	pos	नए कलाकारों की वजह से उत्सुकता बनी रहती है। 
611	neu	यों लगता है कि निर्माता की तरफ से निर्देशक को स्पष्ट निर्देश है कि उन्हें एक मेकविलीब मसालेदार फिल्म में अर्जुन कपूर को फिट करना है। 
612	pos	अमित इस निर्देश और जिम्मेदारी को बखूबी निभाते हैं। 
613	neu	वे अर्जुन को नाचते-गातेे, मस्ती करते, जोखिम उठाते, निडर भाव से विलेन से टकराते और नायिका के साथ प्रेम करते दिखाते हैं। 
614	neu	माना जाता है कि किसी हीरो को अगर दर्शक इन अदाओं में पसंद कर लेते हैं तो वह पॉपुलर हो जाता है। 
615	pos	यह दर्शकों को भरपूर आनंद देगी।
616	pos	'तेवर' में निर्देशक अमित रवींद्रनाथ शर्मा ने अर्जुन कपूर और सोनाक्षी सिन्हा को पारंपरिक मसाला फिल्म के ढांचे में ही कुछ नया कर दिखाने के अवसर दिए हैं। 
617	pos	अर्जुन कपूर भरोसेमंद एक्टर-स्टार के तौर पर उभरते हैं। 
618	neu	उन्होंने फिल्म में खुद का सलमान खान का फैन बताया है। 
619	neu	'तेवर' में वे वास्तव में सलमान खान के फंस के बीच अपनी पैठ बनाने की सफल कोशिश करते हैं। 
620	neu	सच कहें तो मनोज बाजपेयी की मौजूदगी ने फिल्म को नया आयाम दे दिया है। 
621	neu	वे अपने अंदाज से फिल्म को घिसे-पिटे माहौल से बाहर निकाल लाते हैं। 
622	neu	'तेवर' में देसी टच है। 
623	neu	पिछले दिनों साउथ की रीमेक के तौर पर बनी अन्य फिल्मों से यह इसी कारण भिन्न प्रभाव डालती है। 
624	neu	कहानी उत्तर भारत की लगती है। 
625	neu	कलाकारों की संवाद अदायगी में उच्चारण की स्पष्टता गौरतलब है। 
626	neu	इसमें थिएटर के ही चार से अधिक कलाकार है। 
627	pos	उनके सान्निध्य में अर्जुन कपूर और सोनाक्षी सिन्हा की बोली भी निखर गई है। 
628	pos	'तेवर' में सुब्रत दत्ता पर नजर टिकती है। 
629	pos	वे दी गई भूमिका में प्रभावित करते हैं। 
630	pos	महेन्द्र मेवाती भी छोटी भूमिका में असरदार हैं। 
631	pos	इसी प्रकार अनुभवी राज बब्बर अपनी भूमिका में जंचते हैं। 
632	neu	इस बार तो वे अपनी जमीन के किरदार में थे।
633	neg	फिल्म के गीत-संगीत में ब्रज की शैली और संस्कार की ध्वनियों की कमी खलती है। 
634	neg	कुछ गीत तो असंगत और अनावश्यक हैं।
635	neu	और अंत में, 'तेवर' हिंदी सिनेमा की उस शैली की फिल्म है, जिसमें गाल पर गुलाल लगा देने से पहचान छिप जाती है। 
636	pos	इसके बावजूद अमित शर्मा की बारीकी ध्यान खींचती है।
637	neu	फिल्म 'अग्ली' के इस शीर्षक गीत को चैतन्य की भूमिका निभा रहे एक्टर विनीत कुमार सिंह ने लिखा है। 
638	neu	फिल्म निर्माण और अपने किरदार को जीने की प्रक्रिया में कई बार कलाकार फिल्म के सार से प्रभावित और डिस्टर्ब होते हैं, लेकिन उनमें से कुछ ही भूमिका निभाने की उधेड़बुन को यों प्रकट कर पाते हैं। 
639	neu	दरअसल, इस गीत के बोल में अनुराग कश्यप की फिल्म का सार है। 
640	pos	फिल्म के थीम को गीतकार गौरव सोलंकी ने भी अपने गीतों में सटीक अभिव्यक्ति दी है। 
641	neu	'अग्ली' की कुरूपता समझने के लिए इन गीतों को फिल्म देखने के पहले या बाद में सुन लें तो पूरा नजरिया और संदर्भ मिल जाएगा।
642	neu	निश्चित ही 'अग्ली' अनुराग कश्यप की अलहदा फिल्म है। 
643	pos	यहां वे चित्रण, विवरण और प्रस्तुति में मुखर हैं। 
644	neu	वे बेलाग तरीके से हमारे समय कसैले अनुभवों को स्थितियों और घटनाओं की तरह पेश करते हैं। 
645	pos	उनके प्रोडक्शन डिजाइनर और कैमरामैन ने रंग और परिवेश से फिल्म के कथ्य को गढ़ा और प्रभावशाली बना दिया है।
646	neu	कलाकारों के चयन और और उनके अभिनय में अनुराग कश्यप ने हिंदी फिल्मों की परिपाटी का पालन नहीं किया है। 
647	pos	यथार्थ की जमीन पर खड़े किरदारों का सभी कलाकारों ने मजबूती से पेश किया है। 
648	pos	राहुल भट्ट, तेजस्विनी कोल्हापुरी और रोनित रॉय ने प्रमुख किरदारों के तनाव और उलझन को समुचित मात्रा में आत्मसात और प्रस्तुत किया है। 
649	pos	छोटी भूमिका में सिद्धांत कपूर ध्यान खींचते हैं। 
650	pos	इस फिल्म की उपलब्धि हैं विनीत कुमार सिंह और गिरीश कुलकर्णी। 
651	pos	अपने किरदार से विनीत का एकात्मता का नतीजा है फिल्म का टाइटल गीत। 
652	pos	गिरीश कुलकर्णी अपनी निर्दोष सादगी से इंस्पेकटर जाधव को असली रंग देते हैं।   
653	pos	'पीके' आज के समय की जरूरी फिल्म है। 
654	neu	राजकुमार हिरानी और अभिजात जोशी का संदेश स्पष्ट है कि अलग-अलग भगवान के मैनेजर बने स्वामी, बाबा, गुरु, मौलवी और पादरी वास्तव में डर का आतंक फैला कर अपना उल्लू सीधा कर रहे हैं।
655	neu	राजकुमार हिरानी और अभिजात जोशी की कथा-पटकथा सामाजिक विसंगति और कुरीति की गहराइयों में उतर कर विश्लेषण और विमर्श नहीं करती। वह सतह पर तैरते पाखंड को ही अपना निशाना बनाती है। 
656	neu	'पीके' एक धर्महीन समाज की वकालत करती है,लेकिन वह ईश्वर की अदृश्य सत्ता से इंकार नहीं करती। 
657	neg	फिल्म यहीं अपने विचारों में फिसल जाती है। 
658	neu	वैज्ञानिक सोच और आचार-व्यवहार के समर्थक किसी भी रूप में ईश्वर की सत्ता स्वीकार करेंगे तो कालांतर में फिर से विभिन्न समूहों के धर्म और मत पैदा होंगे। 
659	pos	वैचारिक स्तर पर इस कमी के बावजूद 'पीके' मनोरंजक तरीके से कुछ फौरी और जरूरी बातें करती है। 
660	neu	भेद और मतभेद के मुद्दे उठाती है। 
661	neu	उनके समाधान की कोशिश भी करती है।
662	pos	राजकुमार हिरानी और अभिजात जोशी ने खूबसूरती से पीके की दुनिया रची है, जिसमें भैंरो और जग्गू (जगत जननी) जैसे किरदार हैं। 
663	pos	नयापन उनके किरदार पीके में है, जो 'कोई मिल गया' में जादू के रूप में आ चुका है। 
664	neu	'पीके' की विचित्रता ही मौलिकता है। 
665	neg	पटकथा अनेक स्थानों पर कमजोर पड़ती है। 
666	neg	कहीं उसकी क्षिप्र गति तो कहीं उसकी तीव्र गति से मूल कथा को झटके लगते हैं। 
667	neu	सरफराज और जग्गू के बीच प्रेम की बेल तेजी से फैलती है, फिर सरफराज परिदृश्य से गायब हो जाते हैं। 
668	pos	यह किरदार हमें प्रभावित करता है। 
669	pos	ऐसे किरदारों की खासियत है कि वे दिल को छूते हैं। 
670	pos	फिल्म के अंतिम दृश्य में सहयात्री के रूप में आए रणबीर कपूर भी उतने ही जंचते हैं। 
671	pos	तात्पर्य यह कि हिरानी और जोशी की काबिलियत है कि पीके में आमिर खान की प्रतिभा निखरती है। 
672	pos	जग्गू की भूमिका में अनुष्का निराश नहीं करतीं। 
673	pos	वह सौंपी गई भूमिका निभाकर ले जाती हैं। 
674	pos	सरफराज की छोटी भूमिका में आए सुशांत सिंह राजपूत में आकर्षण है। 
675	neg	फिल्म का गीत-संगीत थोड़ा कमजोर है। 
676	neg	इस बार स्वानंद किरकिरे और शांतनु मोइत्रा जादू नहीं जगा पाए हैं। 
677	neg	अन्य गीतकारों में अमिताभ वर्मा और मनोज मुंतजिर भी खास प्रभावित नहीं करते। 
678	neg	पीके पर फिल्माए गाने अतिरंजित और अनावश्यक हैं। 
679	neu	ईश्वर की खोज का गाने से अधिक प्रभावपूर्ण उसके बाद का स्वगत संवाद है।   
680	neu	अपने कथ्य और संदर्भ के कारण महत्वपूर्ण 'भोपाल : ए प्रेयर फॉर रेन' संगत और वस्तुनिष्ठ दृष्टिकोण के साथ भोपाल गैस ट्रैजेडी का चित्रण करती तो प्रासंगिक और जरूरी फिल्म हो जाती। 
681	neu	सन् 1984 में हुई भोपाल की गैस ट्रैजेडी पर बनी यह फिल्म 20वीं सदी के जानलेवा हादसे की वजहों और प्रभाव को समेट नहीं पाती। 
682	neu	रवि कुमार इसे उस भयानक हादसे की साधारण कहानी बना देते हैं।
683	neu	प्रभु देवा ने फिल्म 'वांटेड' से हिंदी फिल्मों में कदम रखा। तभी टोक देना चाहिए था। 
684	neu	वे रीमेक बना रहे हों या कथित ऑरिजिनल कहानी चुन रहे हों। 
685	neu	उनकी फिल्में एक निश्चित फॉर्मूले पर ही चलती हैं। 
686	neu	उनकी फिल्मों में एक्शन, वायलेंस, डांस, रोमांस... इन चार तत्वों का अनुपात और क्रम बदलता रहता है।
687	neu	कथानक पटकथा और संवाद जैसी चीजें तो भूल ही जाएं। 
688	neu	प्रभु देवा शब्दों से ज्यादा दृश्यों में यकीन करते हैं। 
689	neu	उनकी फिल्मों में स्क्रिप्ट राइटर से बड़ा योगदान कैमरामैन, साउंड रिकॉर्डिस्ट, कोरियोग्राफर, एक्शन डायरेक्टर और हीरो का होता है। 
690	neg	'एक्शन जैक्सन' जैसी फिल्में देखते समय अजय देवगन सरीखे कद्दावर और लोकप्रिय अभिनेता की बेचारगी का एहसास होता है। 
691	neu	'जख्म', 'तक्षक', 'अपहरण' और 'भगत सिंह' जैसी फिल्मों को थोड़ी देर के लिए भूल भी जाएं तो इस अभिनेता ने कमर्शियल फिल्मों के रेगुलर हीरो के रूप में अपनी आंखों से किरदारों का दर्द बयान किया है। 
692	pos	मनोरंजक फिल्में दी हैं। 
693	neu	उम्र बढऩे के साथ लोकप्रियता और कामयाबी बरकरार रखने के लिए अजय देवगन ने अपनी सोच-समझ को ताक पर रख दिया है। 
694	neg	'एक्शन जैक्सन' उनके प्रशंसकों के लिए भी मनभंजक फिल्म है।
695	neg	प्रभु देवा और अजय देवगन की 'एक्शन जैक्सन' उनके प्रशंसकों को भी निराश करेगी। 
696	neu	मनोरंजन का कोई तुक और आधार तो होना चाहिए। 
697	neg	और फिर ऐसी क्रूर एवं हिंसक फिल्म को यू/ए सर्टिफिकेट देने का क्या तर्क हो सकता है। 
698	neu	सस्पेंस, थ्रिलर, रोमांस और सेक्स को मसालों की तरह इस्तेमाल करती 'जिद' एक जर्मन फिल्म की रीमेक है। 
699	neu	जेम्स क्रिस्प की 'द गुड नेबर' पर आधारित यह फिल्म हिंदी में सायकोलॉजिकल थ्रिलर के तौर पर आरंभ हुई थी, जो रिलीज होते-होते ऐरोटिक थ्रिलर बन गई। 
700	pos	हली फिल्म के लिहाज से दोनों ने बेहतरीन प्रदर्शन किया है। 
701	neu	करण में एक ठहराव है। 
702	neu	मनारा इस फिल्म में अनगढ़ लगी हैं। 
703	con	कुछ दृश्यों में वे संलग्न दिखती हैं तो कुछ दृश्यों में वह मिसफिट हो जाती हैं। 
704	neu	श्रद्धा दास भी अपेक्षाकृत नई अभिनेत्री हैं। 
705	pos	इन तीनों की वजह से फिल्म में ताजगी है। 
706	pos	वह ताजगी अगर कथ्य में भी उतर पाती तो फिल्म अधिक प्रभावशाली हो जाती।
707	neu	लेखक-निर्देशक ने सस्पेंस रचा है।
708	pos	फिल्म के गीत-संगीत में मधुरता और शब्दों की भावुकता है। 
709	pos	गीतकार शकील आजमी और तोषी-शारिब की संगत प्रभावशाली है। 
710	neu	'जेड प्लस' कंटेंट प्रधान फिल्म है। 
711	neu	मौलिक और इनोवेटिव कहानियों की कंगाली के मौजूदा दौर में 'जेड प्लस' फिल्मकारों और दर्शक दोनों के लिए उम्मीद और प्रेरणा की किरण है। 
712	neu	यह रामकुमार सिंह की कहानी पर आधारित और डॉ. चंद्रप्रकाश द्विवेद्वी निर्देशित राजनीति पर तंज कसती आला दर्जे की मौलिक सटायर फिल्म है। 
713	neu	यह सिस्टम, नौकरशाही और आम आदमी के संबंध-समीकरण की गूढ़ पड़ताल करती है।
714	neg	फिल्म का एकमात्र कमजोर पक्ष उसका असरहीन गीत-संगीत है। 
715	neg	सुखविंदर सिंह और नायब का संगीत मौजूदा कालखंड के मिजाज को छूने में नाकाम रही है। 
716	neu	फिल्म की एडिंटिंग और कसी हुई हो सकती थी। 
717	neu	कथानक में कोई नायक नहीं है। 
718	neg	एक समूह ही इसका नायक है, लेकिन उस समूह के विभिन्न चरित्रों को गढऩे में अधिक मेहनत नहीं की गई है। 
719	neu	यही वजह है कि इमरान हाशमी, कंगना रनौत और रणदीप हुड्डा जैसे समर्थ कलाकार भी कोई प्रभाव नहीं छोड़ पाते। 
720	neu	इमरान हाशमी और कंगना के प्रेम प्रसंग पर भी लेखक-निर्देशक ने अधिक ध्यान नहीं दिया है। 
721	neu	इन दिनों हर तरह की फिल्मों में एक्टर की इमेज को संवादों और दृश्यों में डालने का चलन बढ़ा है। 
722	neg	'बैड बॉय' और 'सीरियल किसर' के रूप में विख्यात इमरान हाशमी फिल्म के किरदार निखिल के साथ न्याय नहीं कर पाते।
723	neg	फिल्म का आइटम सॉन्ग पटकथा में चिप्पी की तरह है, जिसका फिल्मांकन प्रभावशाली नहीं है। 
724	neg	श्रद्धा कपूर 'डांस बसंती' आइटम सॉन्ग में निराश करती हैं। 
725	neg	फिल्म का गीत-संगीत प्रभावशाली नहीं है।  
726	neu	हिंदी फिल्में अपने मसाले और फॉर्मूले के लिए मशहूर हैं। 
727	neu	कहा और माना जाता है कि रियल लाइफ में जो नहीं हो सकता, वह सब हिंदी फिल्मों में हो सकता है। 
728	neu	'हैप्पी एंडिंग' इन्हीं मसालों और फॉर्मूलों का मजाक उड़ाती हुई खत्म होती है। 
729	neu	राज और डीके अभी तक थ्रिलर फिल्में निर्देशित करते रहे हैं। 
730	neu	इस बार उन्होंने रोमांटिक कॉमेडी बनाने की कोशिश की है। 
731	neu	संबंध भेद, विच्छेद और संवेद की यह फिल्म स्त्री-पुरुष रिश्तों में कथित आधुनिकता से आए असमंजस की कहानी लेकर चलती यह फिल्म हिंदी फिल्मों के घिसे-पिटे दृश्यों का ऊपरी तौर पर मजाक उड़ाती है, लेकिन वैसे ही दृश्यों में रमती है। 
732	neu	'हैप्पी एंडिंग' में हिंदी फिल्मों का एक स्टार अरमान भी है, जो अपनी नई फिल्म के लिए नई कहानी चाहता है। 
733	neu	कलाकारों में सैफ अली खान अपने एक्टिंग जोन में लौटे हैं। 
734	pos	कंफ्यूज किरदारों को वे पर्दे पर अच्छी तरह उतारते हैं। 
735	pos	इलियाना डिक्रूज ने अपने किरदार को संयम और शालीनता के साथ निभाया है। 
736	pos	वह लगातार इम्प्रूव कर रही हैं। 
737	con	कल्कि कोचलिन अच्छी अभिनेत्री हैं, पर इस भूमिका में वह नहीं जंच पायी हैं। 
738	pos	फिल्म के एक आकर्षण गोविंदा हैं। वे अपनी अदाओं से मुग्ध करते हैं। 
739	neu	डायरेक्टर ने उन्हें कम नचाया होता तो उनका सही उपयोग हो जाता।
740	neu	फिल्म का मजेदार पक्ष है अंग्रेजी में उपन्यास लिख रहे और विदेश में बसे भारतीय लेखकों का हिंदी बोलना। 
741	neu	हम सभी जानते और शिकायत करते हैं कि हिंदी फिल्मों के कलाकार और तकनीशियन भले ही हिंदी में फिल्में बनाते हों, लेकिन उनके संपर्क और व्यवहार की भाषा अंग्रेजी है। 
742	neu	यहां उनका लेखन, प्रकाशन और समाज अंग्रेजी का है, लेकिन वे हिंदी बोलते हैं और हिंदी में गाने गाते हैं। 
743	neu	लेखक-निर्देशक को पता होना चाहिए कि ऐसी विसंगति के साथ रची गई कहानी दर्शकों से कनेक्ट नहीं करती। 
744	neg	अगर ये किरदार मुंबई या दिल्ली के होते तो कहानी विश्वसनीय लगती।  
745	neu	फराह खान और शाह रुख खान की जोड़ी की तीसरी फिल्म 'हैप्पी न्यू ईयर' आकर्षक पैकेजिंग का सफल नमूना है। 
746	neu	पिता के साथ हुए अन्याय के बदले की कहानी में राष्ट्रप्रेम का तडका है। 
747	neu	नाच-गाने हैं। 
748	neu	शाहरुख की जानी-पहचानी अदाएं हैं। 
749	neu	साथ में दीपिका पादुकोण, अभिषेक बच्‍चन, सोनू सूद, बोमन ईरानी और विवान शाह भी हैं। 
750	pos	सभी मिलकर थोड़ी पूंजी से मनोरंजन की बड़ी दुकान सजाते हैं। 
751	neu	इस दुकान में सामान से ज्‍यादा सजावट है। 
752	neg	एक समय के बाद दर्शकों के धैर्य की परीक्षा होने लगती है।
753	neu	कला में यथास्थिति बनाए रखने के हिमायती दरअसल फिल्म को एक व्यवसाय के रूप में ही देखते हैं। 
754	neu	'हैप्पी न्यू ईयर' का वितान व्यावसायिक उद्देश्य से ही रचा गया है। 
755	neg	अफसोस है कि इस बार फराह खान इमोशन और ड्रामा के मामले में भी कमजोर रही है। 
756	neg	उन्होंने फिल्म की पटकथा में इसी संभावनाओं को नजरअंदाज कर दिया है। 
757	neg	किरदारों की बात करें तो उन्हें भी पूरे ध्यान से नहीं रचा गया है। 
758	pos	चार्ली के बदले की यह कहानी आठवें-नौवें दशक की फिल्मों का दोहराव मात्र है, जो तकनीक और वीएफएक्स से अधिक रंगीन, चमकदार और आकर्षक हो गया है।
759	neu	कलाकारों में शाह रुख खान ऐसी अदाकारी अनेक फिल्मों में कर चुके हैं। 
760	neu	वास्तव में यह फिल्म उनकी क्षमताओं का दुरुपयोग है। 
761	neu	फराह खान ने अन्य कलाकारों की प्रतिभाओं की भी फिजूलखर्ची की है।
762	neg	दीपिका पादुकोण ने मोहिनी के किरदार में चार-छह मराठी शब्दों से लहजा बदलने की व्यर्थ कोशिश की है। 
763	neg	बाद में डायरेक्टर और एक्टर दोनों लहजा भूल जाते हैं। 
764	neu	अभिषेक बच्‍चन डबल रोल में हैं। 
765	neu	उन्होंने फिल्म में पूरी मस्ती की है। 
