ID	Polarity	Text
380	pos	इनके द्वारा जारी की जानी वाली तस्वीरों का रेजोल्युशन 4के/यूएचडी है जो बहुत ही शानदार है।
381	pos	इन कंप्यूटर्स को पर्सनल और बिजनेस दोनों काम के लिए उपयोग में लिया जा सकता है। 
382	neu	कंपनी की ओर से इन दोनों की वेरियंट्स के लिए 3 साल की वॉरंटी दी जा रही है।
383	pos	दुनिया के सबसे सस्ते कंप्यूटर में ब्लूटूथ, वाय-फाय जैसे सबकुछ फीचर्स है। 
384	neu	फुल डेस्कटॉप रन किया जा सकता है
385	neu	डेव बोर्ड जैसे दिखने वाले चिप कंप्यूटर पर फुल लाइनक्स डेस्कटॉप रन किया जा सकता है। 
386	neu	इतना ही नहीं बल्कि इस कंप्यूटर से वो सभी काम किए जा सकते हैं जो एक नॉर्मल कंप्यूटर पर किए जा सकते हैं। 
387	neu	इस कंप्यूटर में पावर सोर्स लगाकर डिस्प्ले के लिए विडियो केबल लगाय जा सकता है। 
388	neu	चिप कंप्यूटर की कीमत इतनी सस्ती होने के पीछे का कारण इसमें लगा सस्ता चाइनीज कोर है जो एक टेबलेट से लिया गया है। 
389	pos	इस Chip Computer में ऑलविनर एसओसी का इस्तेमाल किया गया है जो सस्ता होने के साथ-साथ पावरफुल भी है।
390	pos	चिप कंप्यूटर रास्पबेरी पीआई2 से भी सस्ता है। 
391	neu	यह एक फुली फंक्शनल कंप्यूटर है जिसमें ब्लूटुथ, वाय-फाय तथा एचडीएमआई पोर्ट आदि सबकुछ है ।
392	neu	यह इंटेक के बे ट्रेल प्रोसेसर से लैस होगा। 
393	pos	हालांकि इस प्रोसेसर के चलते यह ज्यादा फास्ट नहीं होगा लेकिन पर्सनल यूज के लिए बेहतर माना जा रहा है।
394	pos	यह सस्ता लेपटॉप वेब सर्फिग और वर्ड प्रोसेसिंग जैसे कार्यो के लिए बेहतर विकल्प हो सकता है। 
395	pos	यह अब तक का सबसे पतला मैकबुक है।
396	pos	यह दिखने में काफी आकर्षक लगता है।
397	neu	महज 2 पाउंउ वजनी नए मैकबुक में एलईडी के साथ बड़े बटन दिए गए हैं। 
398	neu	इसमें 12 इंच की रेटिना डिस्पले स्क्रीन लगी है। 
399	neu	कंपनी ने इसमें 256 जीबी फ्लैश स्टोरेज और इंटेल एचडी ग्राफिक्स दिए हैं। 
400	neu	इसके अलावा यह 1.2 गीगाहर्त्ज डयूलकोर प्रोसेसर और 512 जीबी फ्लैश स्टोरेज वेरियंट में भी उतारा गया है। 
401	pos	डेल ने भारत में दो नए ऎसे दमदार नोटबुक लॉन्च किए हैं जो शानदार परफोर्मेश वाले हैं। 
402	pos	ये दोनों ही लेपटॉप रगेड हैं जिसके चलते इन्हें बहुत खराब हालात या माहौल में भी इस्तेमाल किया जा सकता है। 
403	pos	इन नोटबुक्स को ऑयल और माइनिंग साइट्स पर तापमान बहुत अधिक होता है और मिलिट्री सर्विस के लिए सियाचिन, लद्दाख में तापमान बहुत कम पाया जाता है वहां भी बहुत ही आसानी से इस्तेमाल किया जा सकता है।
404	pos	रगेड परफोर्मेश वाले होने के साथ डेल के इन लैटिटयूड लेपटॉप्स में की स्क्रीन को फि्लप अपनी सहूलियत के अनुसार सेट किया जा सकता है। 
405	neu	इनमें नोटबुक में फ्लैश के साथ 8 एम बॉटम कैमरा है और एचडी वेबकैम दिया गया है। 
406	pos	इन कै मरों से आसानी से चैटिंग और दूसरे प्रोग्राम शूट किए जा सकते हैं।
407	pos	डेल का इन वारटप्रूफ रगेड लेपटॉप20 डिग्री तथा 60 डिग्री तापमान में भी देते हैं शानदार परफार्मेस 
408	pos	लेपटॉप और टेबलेट दोनों एकसाथ की लेने की इच्छा रखने वालों के लिए यह सबसे अच्छा मौका है। 
409	pos	पॉपुलर कंपनी स्वाइप ने "अल्टीमेट" नाम से ऎसा हाइब्रिड गैजेट लॉन्च किया है जिसे लेपटॉप और टेबलेट दोनों तरह से काम में लिया जा सकता है। 
410	neu	इसमें 10.1 इंच की एक्सडब्लूवीजीए मल्टी-टच आईपीएस डिस्पले स्क्रीन जीरो एयर गेप तकनीक के साथ दी गई है। 
411	pos	इसमें बेहतर परफोर्मेस के लिए इंटेल एटॉम जेड3735डी 1.83 गीगाहर्त्ज प्रोसेसर और 2जीबी की रैम दी गई है। 
412	neu	इनके चलते इसे टेबलेट के रूप में काम में लेते हुए फोटो, वीडियो शूटिंग के लिए वीडियो चैटिंग करने के अलावा सेल्फी खींची जा सकती है। 
413	pos	एचपी के हाई-एंड लैपटॉप्स हमेशा बहुत अच्छे होते हैं. 
414	pos	डीवी6 जो हम यहाँ टेस्ट कर रहे हैं वो और लेनोवो आइडियापैड जेड580 और सोनी एसवीएस151115एफएनबी की प्राइस सामान है, लगभग 65,000 रूपये. 
415	pos	आइडियापैड जेड580 की परफॉरमेंस शानदार है और एन्वी डीवी6-7206टीएक्स इसके काफी करीब रहता है. 
416	pos	हालाँकि इसमें ब्लू-रे ड्राइव नहीं है जो कि जेड580 में है, लेकिन इसका कीबोर्ड, डिस्प्ले और लुक काफी बेहतर है.
417	pos	पूर्व में एचपी पविलियन डीवी6 रेंज फुली लोडेड और उत्कृष्ट परफ़ॉर्मर रहे हैं. 
418	pos	कीमत को ध्यान में रखते हुए हम ये कह सकते हैं कि ये वो सर्वोत्तम मशीन है जो आप इस कीमत में खरीद सकते हैं.
419	pos	हाई-एंड एचपी नोटबुक्स की लुक्स हमेशा बेहतरीन होती है – अत्याधुनिक और एग्रेसिव लुक जो हर किसी को भाते हैं. 
420	neu	एचपी ने एन्वी डीवी6-7206टीएक्स के ज़्यादातर हिस्सों में मैट फिनिश दिया है जैसा की वो सामान्यतया अपने नोटबुक्स में नहीं करते हैं. 
421	pos	इसका कलर मिडनाइट ब्लैक मेटल है और मैं कहूँगा कि इसके कवर का ब्रश्ड मेटल फिनिश ज़बरदस्त है. 
422	neu	लेकिन ये ग्लॉसी एलिमेंट बहुत ज्यादा नहीं है, इसलिए इस पर धूल आदि के निशान ज्यादा नहीं दिखते और इसे व्यवस्थित रखना इतना मुश्किल नहीं लगता.
423	pos	इसमें कोई शक नहीं कि एन्वी डीवी6 की बनावट शानदार है. 
422	pos	नार्मल टाइपिंग के लिए कीबोर्ड काफी स्मूथ है और हाथ रखने की जगह बिल्कुल सॉलिड है. 
423	pos	इसका कवर भी काफी मज़बूत दिखता है. 
424	neu	लेकिन इसका डिस्प्ले हिन्ज़ उतना टाइट नहीं है जितना इसे होना चाहिए और इसीलिये इस्तेमाल करते वक्त अचानक कोई मूवमेंट होने पर इसका डिस्प्ले कभी-कभी अपने पोजीशन से हिल जाता है. 
425	neu	एन्वी डीवी6 का वज़न 2.4 किलोग्राम है, 15-इंच से बड़े डिस्प्ले वाली मशीन के लिए ये वज़न कुछ ज्यादा नहीं कहा जा सकता.
426	neg	इसमें बहुत सारे प्रीलोडेड सॉफ्टवेयर और एप्स हैं जिनको अनइनस्टॉल करना ज़रूरी है क्योंकि ये इस्तेमाल करने में व्यवधान डालते हैं. 
427	pos	एक बार ऐसा कर लेने के बाद एन्वी डीवी6 का शानदार परफॉरमेंस आपको खुश कर देगा. 
428	pos	सारे एप्स बहुत आसानी से खुलते और बंद होते हैं और मल्टीटास्किंग में किसी भी तरह की परेशानी सामने नहीं आती है. 
429	pos	चाहे आपको ऑफिस में इस्तेमाल करना हो या घर पर, दोनों ही परिस्थितियों के लिए यह एक बेहद सक्षम मशीन है.
430	con	वैसे तो एन्वी डीवी6 का ग्राफ़िक चिप जेड580 की तुलना में ज्यादा शक्तिशाली है और कुछ परीक्षणों में इसके अनुरूप एन्वी डीवी6 के बेहतर परिणाम भी सामने आये हैं. 
431	neg	लेकिन आश्चर्यजनक रूप से अन्य परीक्षणों में डीवी6 पीछे रह गया है. 
432	pos	दोनों लैपटॉप एक ही फैमिली के लेकिन अलग वर्ज़न का चिप इस्तेमाल करते हैं, जेड580 में जहाँ 1जीबी की चिप है वहीँ डीवी6 में ज्यादा शक्तिशाली 2जीबी का चिप लगा है. 
433	neg	इस हिसाब से देखें तो डीवी6 का परफॉरमेंस बेहतर होना चाहिए था, लेकिन हैरानी की बात है कि बेंचमार्क टेस्ट में ऐसा नहीं है और ये जेड580 से पीछे रह जाता है. 
434	con	3डी मार्क 06 बेंचमार्क टेस्ट में डीवी6 थोडा आगे ज़रूर रहता है, लेकिन 3डी मार्क 11 और यूनीजेन टेस्ट में ये जेड580 से काफी पीछे रहता है.
435	neg	एन्वी डीवी6 का डिस्प्ले रेजोल्यूशन के लिहाज़ से हमें थोडा निराश करता है. 
436	neu	इसके डिस्प्ले का रेजोल्यूशन 1366 x 768 पिक्सेल है. 
437	neu	इस कीमत के रेंज में 15.6-इंच के इस लैपटॉप में हम हर हाल में फुल एचडी रेजोल्यूशन डिस्प्ले की उम्मीद करते थे. 
438	pos	इस बात के अलावा इसकी अन्य विशेषताओं से हम सन्तुष्ट हैं. 
439	pos	जेड580 की तुलना में इसकी स्क्रीन ज्यादा ब्राइट और क्रिस्प है और इसमें रंग गहरे और बेहतर नज़र आते हैं.
440	pos	 एचपी एन्वी डीवी6 का कीबोर्ड भी जेड580 से काफी बेहतर है. 
441	pos	इस पर लम्बे समय तक टाइपिंग करना बहुत सुविधाजनक है. 
442	neu	एक पावरफुल मशीन में बहुत ज्यादा बैटरी-लाइफ की उम्मीद नहीं की जा सकती, इस दृष्टिकोण से इसका बैटरी परफॉरमेंस संतोषजनक कहा जा सकता है.
443	neg	हमने डीवी6 की ग्राफ़िक्स परफॉरमेंस जेड580 से बेहतर होने की उम्मीद की थी, लेकिन ऐसा नहीं हुआ और ये थोडा कम ही रहा. 
444	pos	हम कह सकते हैं कि ग्राफ़िक्स के मामले में डीवी6 एक मध्यम स्तर का एक काफी सक्षम लैपटॉप है जो बहुत से गेम्स को आसानी से चला सकता है. 
445	pos	इसका कीबोर्ड शानदार है, और इस पर टाइपिंग करना एक बहुत अच्छा अनुभव देता है. 
446	pos	आप इस लैपटॉप को प्रतिदिन के काम के लिए और हर मामले में शानदार परफॉरमेंस के लिए खरीद सकते हैं. 
447	pos	सबसे अहम् बात ये है की डिज़ाइन और लुक्स के मामले में ये लेनोवो जेड580 से कहीं आगे है. इसे निश्चित रूप से एक बेहतर चुनाव कहा जा सकता है.  
448	pos	इसके अलावा, गूगल ऐप्स और अन्य फीचर जैसे 9 यूजर्स एक साथ वीडियो चैटिंग कर सकते हैं। 
449	neu	इसके अलावा, जीमेल और गूगल ड्राइव ऑफलाइन इस्तेमाल भी किया जा सकता है।
450	pos	ये भारत के सबसे सस्ते लैपटॉप्स में से एक है। 
451	neu	इस लैपटॉप की बैटरी 8 घंटे तक सिंगल चार्ज में काम कर सकती है। 
452	neu	इस लैपटॉप में भी 16GB की इंटरनल मेमोरी है।    #2
453	neu	ZenBook UX305 की 13.3 इंच स्क्रीन QHD+ डिस्प्ले (3200 x 1800 पिक्सल रेजोल्यूशन) क्वालिटी देता है। 
454	neu	इसका IPS डिस्प्ले एंटी-ग्लेयर के साथ दिया गया है। 
455	neu	इस डिवाइस में इंटेल का नया कोर M-5Y10 प्रोसेसर दिया गया है। 
456	neu	मेमोरी की बात करें, तो आसुस ने इस अल्ट्राबुक में 512GB SSD हार्ड डिस्क दी है। 
457	pos	कंपनी का ऐसा दावा है कि SATA 6Gbit/s SSD हार्ड डिस्क दूसरी ट्रेडिशनल हार्ड डिस्क से छह गुना ज्यादा तेज है।
458	pos	कंपनी ने इस डिवाइस की बैटरी भी दमदार दी है। 
459	pos	इसे नया wedge शेप दिया गया है, जो ठोस एल्युमिनियम का है। 
460	neu	कंपनी ने अपनी इस डिवाइस के दो कलर ओब्सीडियन स्टोन और सिरेमिक अलॉय में निकाली हैं।
461	neu	आसुस की इस अल्ट्राबुक में फुल साइज कीबोर्ड दिया गया है। 
462	neu	साथ ही, टचपैड भी बड़ा है। 
463	neu	जिससे आप एक्सटर्नल मॉनिटर कनेक्ट कर सकते हैं।
464	pos	इसमें रैटिना डिस्प्ले, प्रेशर- सेंसिटिव फोर्स टच ट्रैकपैड के साथ कई अन्य हाईटेक फीचर्स दिए गए हैं। 
465	neu	एप्पल के नए 15 इंच लैपटॉप में 16 GB इंटरनल मेमोरी के साथ 2.2 GHz का क्वाड कोर इंटेल कोर प्रोसेसर दिया गया है। 
466	neu	एप्पल ने अपने इस कम्प्यूटर में 3.3 GHz का क्वाड कोर इंटेल कोर i5 प्रोसेसर दिया है। 
467	neu	ये टू इन वन डिवाइस बिना कीपैड के टैबलेट की तरह काम करता है और कीपैड लगे होने पर ये लैपटॉप की तरह काम कर सकता है।
468	neu	ये डुअल सिम स्लॉट के साथ आता है। 
469	pos	पहले वर्जन के मुकाबले नए वर्जन में बेहतर डिजाइन है।
470	neu	पुराना वर्जन डुअल बूट ऑपरेटिंग सिस्टम के साथ आता था। 
471	neu	इसका मतलब टैबलेट में दो सॉफ्टवेयर थे जिसे विंडोज और एंड्रॉइड दोनों पर चलाया जा सकता था। 
472	pos	बाकी टू इन वन से विपरीत माइक्रोमैक्स लैपटैब में सॉलिड कीबोर्ड है। 
473	neg	कीबोर्ड में ट्रैकपैड छोटा है।
474	pos	1.8 GHz के क्वाड-कोर इंटेल एटम प्रोसेसर के साथ इस टैबलेट में 2GB रैम है जो मल्टीटास्किंग के लिए बेहतर साबित हो सकती है।
475	neu	विंडोज 8.1 ऑपरेटिंग सिस्टम पर काम करने वाला ये टैबलेट 32GB इंटरनल मेमोरी के साथ आता है। 
476	neu	इलाइटबुक के अल्ट्रा-स्लिम डिजाइन की बात है तो ये एप्पल की मैकबुक एयर की तरह है। 
477	neu	HP इलाइटबुक 1020 में 12.5 इंच फुल HD डिस्प्ले है, जो टचस्क्रीन भी है। 
478	pos	इसकी स्क्रीन HD से दोगुना ज्यादा बेहतर क्वालिटी की है। 
479	neu	इन दोनों डिवाइस में HD ऑडियो स्पीकर्स हैं, जो DTS स्टूडियो साउंड के साथ दिए गए हैं।
480	pos	HP इलाइटबुक 1020 हर तरह के यूजर्स के लिए शानदार डिवाइस है। 
481	pos	ये दुनिया की सबसे हल्की बिजनेस नोटबुक है।
482	pos	इतना ही नहीं, ये एडवांस सिक्युरिटी डिवाइस हैं, जो कम्प्लीट सोल्यूशन देती हैं।"
483	pos	इस डिवाइस में पावर कीबोर्ड दिया गया है। 
484	neu	ठीक इसी तरह, इंटरनल हार्ड डिस्क के भी अलग-अलग वेरिएंट 128GB, 512GB M.2 SSD और 180GB to 256GB M.2 SE SSD हैं।
485	neu	इस डिवाइस में 5 मेगापिक्सल रियर कैमरा और 2 मेगापिक्सल फ्रंट कैमरा दिया गया है। 
486	neu	साथ ही, माइक्रो सिम, माइक्रो SD कार्ड और स्मार्ट कार्ड रीडर का स्लॉट मौजूद है। 
487	pos	'प्रीमियम मेटल' डिवाइस में की-बोर्ड के साथ 10.1 इंच का टचस्क्रीन डिस्प्ले दिया गया है। 
488	pos	टच स्क्रीन को सुविधा के अनुसार 360 डिग्री घुमाया जा सकता है। 
489	pos	यह अब तक का सबसे स्लिम क्रोमबुक है इसकी थिकनेस सिर्फ 15mm है।
490	pos	आप इसे किसी भी डिस्प्ले में प्लग करके उस डिस्प्ले को कम्प्यूटर की तरह इस्तेमाल कर पाएंगे। 
491	pos	यह स्कूल में या बिजनेस कॉन्फ्रेंस जेसे कामों में काफी यूजफुल हो सकता है। 
492	pos	ये आपके सिस्टम का डाटा और एनर्जी दोनों ही सेव करता है। 
493	pos	इस लॉक को लगाने के बाद आप बेफिक्र घूम सकते हैं। 
	
		
		
		
		
		
		
		
		
		
		
		
		
		
